,lat,long
241,61.2620896,-144.7914471
242,46.3550001,-94.7933333
243,35.2678358,-90.5549952
244,34.2864902,-91.1637278
245,33.3061605,-111.84125
246,51.6364878,-0.1209935
247,39.4142186,-77.4109269
248,38.6736049,-95.7367738
249,41.2226155,-73.04622662165758
250,39.193919550000004,-76.87477229012376
251,29.8274409,-98.5752996
252,60.5544444,-151.2583333
253,42.7262016,-71.1908924
254,31.7244035,-96.1648789
255,45.3415037,-123.1873291
256,39.327962,-120.1832533
257,40.2971825,-111.694943
258,48.061531,-123.0234195
259,34.0124425,-85.2559398
260,42.4396039,-76.4968019
261,35.3463752,-111.677999
262,33.2442813,-86.8163773
263,42.8510195,-78.640311
264,29.7589382,-95.3676974
265,30.2265949,-93.2173759
266,42.0568108,-92.5433918
267,38.1770634,-75.3926959
268,34.4507815,-119.27297088788191
269,37.6820583,-121.7680531
270,45.2095159,-117.8653691
271,35.1473132,-90.2925972
272,41.8297694,-86.2541768
273,35.8831786,-80.081817
274,59.0397222,-158.4575
275,33.1020053,-98.581341
276,47.305486,-115.9583164
277,47.2624045,14.902999007945544
278,48.527164049999996,-53.07157392834517
279,33.8901096,-117.8249705
280,61.3904227,-149.4817876
281,45.319687,-93.2860626
282,33.8752945,-117.5664449
283,33.8752945,-117.5664449
284,36.7413624,-88.6352595
285,39.327962,-120.1832533
286,45.3974065,-122.2614548
287,34.8450984,-95.5574811
288,40.8164531,-79.5219893
289,42.479502,-79.333932
290,45.202075,-84.9676387
291,40.4456705,-82.2602977
292,39.359942,-77.0620833
293,,
294,30.4112904,-88.8279165
295,33.0040126,-97.2258483
296,37.549376,-121.1991036
297,28.0394654,-81.9498042
298,32.7169988,-116.8761347
299,39.7471106,-122.1911356
300,31.6157261,-91.7840152
301,40.8088861,-96.7077751
302,62.267644,-150.02952875707462
303,38.3410234,-119.8337902
304,34.1784265,-97.5925265
305,29.8549287,-89.9906253
306,39.7509382,-76.2257884
307,37.3361905,-121.890583
308,37.3361905,-121.890583
309,40.9832011,-122.6997441
310,40.9278769,-73.7517983
311,46.824504,29.4749031
312,33.4484367,-112.0741417
313,33.6105491,-95.052764
314,64.837845,-147.716675
315,,
316,35.01096025,-118.19028326663798
317,33.3764196,-117.2511466
318,46.51990745,-95.37388640222449
319,41.1253903,-87.848682
320,41.7195109,-84.2173964
321,,
322,5.3428475,-72.3959849
323,38.7296252,-120.798546
324,29.9499323,-90.0701156
325,45.7874957,-108.49607
326,41.1238873,-100.7654232
327,25.091338,-80.46777414781022
328,33.9137085,-98.4933873
329,34.2825704,-101.900181
330,40.8353409,-78.6769722
331,,
332,32.7876012,-79.9402728
333,44.9749615,-116.8604147
334,41.4833995,-77.8144358
335,39.167717999999994,-119.72343808573555
336,33.291875,-104.5384589
337,32.665135,-114.47603157249804
338,39.5261206,-119.8126581
339,39.4142186,-77.4109269
340,47.4234599,-120.3103494
341,41.793191,-123.379195
342,45.5202471,-122.6741949
343,35.6876096,-105.9384569
344,44.8632393,-88.131579
345,37.5583517,-97.1350405
346,36.0726355,-79.7919754
347,53.30538425,-6.2421044000000006
348,42.81095955,-85.48384790417984
349,38.0681008,-117.2309499
350,,
351,30.0214222,31.22575552382122
352,41.1828353,-80.765358
353,40.8808666,-88.6297839
354,35.4895085,-97.1636408
355,47.5602073,-122.22014226861951
356,47.5602073,-122.22014226861951
357,40.2508762,-89.440933
358,34.413819,-118.561037
359,33.9717376,-112.722857
360,,
361,45.4258114,-117.2780121
362,44.1748237,-122.1633143
363,36.0990393,-78.301106
364,37.130408,-121.6544974
365,37.130408,-121.6544974
366,,
367,67.0669386,-156.9389021
368,32.5156971,-95.4093998
369,55.353764749999996,-131.7083563288072
370,46.9139028,-103.5243536
371,,
372,43.7974729,-123.0588963
373,36.8689554,-94.367996
374,41.6667779,-70.1847414
375,,
376,27.8332175,-97.0618324
377,37.0510595,-122.0146841
378,30.9529611,-87.151359
379,44.286579450000005,-71.10646068649832
380,44.0206919,-88.5408574
381,44.0206919,-88.5408574
382,43.207178,-71.537476
383,33.3487145,-112.6774657
384,30.8305818,-82.0097846
385,43.680741,-114.363662
386,43.710251,-106.638934
387,36.098007,-119.5604015
388,40.756494,-122.9366462745098
389,38.8698201,-106.9840437
390,29.7643475,-99.234526
391,41.39508,-73.4752906140116
392,36.5211623,-86.0263732
393,43.796376,-70.933228
394,36.1556805,-95.9929113
395,47.2150945,-123.1007066
396,38.9107156,-94.3821295
397,34.6391501,-120.4579409
398,34.6391501,-120.4579409
399,30.3049642,-94.403904
400,34.9301374,-89.2467279
401,40.2170575,-74.7429463
402,44.899211,-97.115289
403,38.7745565,-75.1393498
404,33.4270275,-117.6124179
405,41.7797533,-89.6889967
406,33.0136764,-96.6925096
407,33.7382088,-81.0978734
408,37.04362235,-77.90752827525498
409,44.4226426,-83.7647336039239
410,33.5162315,-90.1795281
411,48.202158,-114.315321
412,,
413,47.821114,-101.29877
414,34.0536909,-118.242766
415,32.7135946,-99.8606106
416,59.0397222,-158.4575
417,32.7135946,-99.8606106
418,,
419,33.9597677,-83.376398
420,44.624686,-70.473175
421,39.2371689,-119.59295
422,31.1171441,-97.727796
423,46.138579,-98.090379
424,39.0542312,-84.0529886
425,40.2050878,-74.2135004
426,36.3259668,-80.8675723
427,41.008076,-91.1633978
428,40.2050878,-74.2135004
429,41.2621283,-95.8613912
430,45.896342,-89.699037
431,43.6176584,-116.9337599
432,58.8443237,-158.5517438
433,36.7218463,-110.2538722
434,33.9562149,-83.9879625
435,28.0457923,-81.9519232
436,38.1618614,-121.6116206
437,40.0992294,-83.1140771
438,45.7874957,-108.49607
439,52.3175903,10.560215
440,48.857088,-106.407904
441,40.4162842,-120.6530063
442,60.5544444,-151.2583333
443,43.2150697,-8.1859732
444,,
445,34.4105067,-114.29087205807807
446,42.1900893,-93.0048297
447,38.8744705,-98.69953263569431
448,,
449,38.5787966,-122.5797054
450,5.34038845,100.47367125209296
451,46.8591287,-88.7774734
452,45.1607987,-93.2349489
453,33.49512,-90.3198067
454,41.1958128,-115.3272864
455,47.7725145,-116.82675375791398
456,40.4556825,-109.5284741
457,47.4799078,-122.2034496
458,45.952388,-116.5197301
459,,
460,43.4577692,-88.837329
461,33.6617962,-95.555513
462,48.8189219,-103.5180387
463,33.6617962,-95.555513
464,59.9736111,-154.8458333
465,,
466,,
467,35.602804,-118.479802
468,42.6704043,-89.2095622
469,40.6598084,-118.1487973
470,40.8610205,-79.8952251
471,38.957742,-111.8599842
472,66.8982057,-162.5977621
473,40.7127281,-74.0060152
474,64.4989922,-165.39879944316317
475,33.927491,-116.440051
476,36.6939077,-94.9628672
477,31.83688,-102.0103767
478,20.8510965,-156.32371705593866
479,44.1634663,-93.9993505
480,40.866517,-124.08284
481,36.1622296,-86.7743531
482,35.91537,-94.969956
483,38.1026139,-80.802038
484,34.143159,-118.7381053
485,32.8795022,-111.7573521
486,39.9986855,-79.4480915
487,32.0148834,-93.3421165
488,40.001572499999995,-121.26949092027027
489,39.5031537,-77.9272196
490,37.6432525,-118.9668509
491,,
492,30.2116519,-97.1132832
493,36.1375352,-105.2386221
494,44.407763,-98.474816
495,35.0841034,-106.6509851
496,34.7105655,-82.4576113634228
497,21.3453025,-157.72142176359188
498,35.1816047,-111.6165953319917
499,27.2930999,-81.3628502
500,27.3068397,-98.6780811
501,33.7494951,-117.8732213
502,36.3883031,-86.4475898
503,45.0292471,23.6042603
504,37.1147488,-79.9540141
505,43.489296,-71.582794
506,33.1958696,-117.3794834
507,64.7194444,-158.1030556
508,,
509,42.7337712,-84.5553805
510,29.662258,-98.4540262
511,47.812243,-112.183375
512,44.512699999999995,-116.05255918199666
513,42.6330703,-88.6437138
514,-35.2620635,139.029687
515,33.6676103,-84.0176904
516,46.490586,-84.359269
517,35.1424671,-119.4565078
518,24.4870296,-89.5363207573838
519,24.4870296,-89.5363207573838
520,33.887139250000004,-112.08706829579333
521,26.1223084,-80.1433786
522,33.0576295,-89.5875764
523,30.508235,-97.6788934
524,,
525,41.6737149,-88.0016263
526,33.9804494,-81.2374167
527,39.1892073,-84.3381286
528,35.4428864,-84.5930113
529,,
530,32.7551703,-111.5534932
531,41.7924606,-110.537711
532,50.8799429,-119.5598323
533,45.216416,-112.637844
534,33.407942500000004,-90.20802695478497
535,38.1040864,-122.2566367
536,38.7877791,-90.6747372
537,34.9900503,-106.0491893
538,,
539,32.9537349,-96.8902816
540,32.9537349,-96.8902816
541,44.310545,-69.7792759
542,36.5968992,-120.8335144
543,30.7758997,-94.4178256
544,30.4459596,-91.18738
545,,
546,,
547,36.4794611,-106.4378091
548,31.0297095,-96.1169986
549,24.833333,-104.833333
550,,
551,,
552,39.0988507,-112.2707709
553,43.4073816,-111.2961481
554,39.9203827,-105.0691464
555,,
556,61.2177577,-149.8968664
557,37.2756009,-112.638126
558,52.666667,1.0
559,33.4942189,-111.9260184
560,,
561,-31.7253837,-60.4916447
562,25.7741728,-80.19362
563,35.2334472,-82.7342919
564,38.682219,-104.7008056
565,37.8771476,-122.1796888
566,47.8278656,-122.3053932
567,43.1413578,-95.1444393
568,47.5219375,-122.7054615
569,37.2486335,-98.4206316
570,36.9953322,-91.703755
571,40.8543268,-114.4450526
572,35.5161889,-92.5165477
573,38.0642094,-87.5244602
574,-24.14624,118.02764
575,38.48845005,28.040168153521243
576,43.900575,-85.258097
577,33.5598586,-81.721952
578,42.6543652,-111.6046687
579,40.7959335,-74.3148713
580,39.201941,-96.304998
581,40.7959335,-74.3148713
582,25.9873137,-80.2322706
583,36.1098677,-97.898657
584,,
585,34.4221319,-119.7026673
586,39.6482059,-104.9879641
587,34.1335332,-86.8779268
588,35.2503394,-112.1869481
589,41.7118728,-112.1655079
590,39.7852062,-75.9790215
591,44.590523,-97.467301
592,37.7398294,-81.8776191
593,38.859829500000004,-121.34239205792437
594,38.859829500000004,-121.34239205792437
595,,
596,44.7577418,-90.2968012
597,,
598,,
599,33.978889917720586,-117.3208992188501
600,36.7183708,-76.2466798
601,39.100105,-94.5781416
602,34.0968867,-117.3728013
603,33.035378,-116.86751322074122
604,40.9646867,-75.9852789
605,42.9320202,-76.5672029
606,43.549973,-96.7003324
607,41.1383878,-81.8637474
608,40.2578714,-75.7263008
609,31.462229999999998,-109.59394273100952
610,41.6562249,-70.4161387
611,38.3348728,-75.0847659
612,24.4870296,-89.5363207573838
613,29.0931328,-97.3158457
614,33.7219991,-116.0372472
615,-31.8890099,116.002453
616,37.9340915,-122.5352539
617,10.96111255,-74.84069626468596
618,39.1689372,-120.143478
619,30.5085309,-86.5027282
620,,
621,55.5523788,-133.0970585
622,38.255757,-119.2312665
623,,
624,9.7568312,-2.4962
625,34.2284233,-98.6845075
626,33.9323307,-117.5508901
627,41.8998055,-75.4707352
628,32.2228765,-110.9748477
629,41.2844933,-84.3557802
630,27.5958449,-98.4118298
631,31.6062896,-100.6420264
632,45.5973123,-122.9936261
633,51.2752527,1.3408309
634,41.113429,-74.2454254
635,34.7395165,-111.9058275625
636,46.2804298,-119.2752055
637,46.535111,-121.9570386
638,26.190655800000002,-98.23095047904887
639,43.2927386,-94.2180192
640,32.8387371,-86.6294262
641,29.4246002,-98.4951405
642,,
643,38.4558814,-75.5776007
644,42.5006217,-90.6647967
645,33.1092099,-116.6730763
646,-25.0657719,-130.1017823
647,39.2465755,-106.29536209696522
648,31.9498216,-108.80866
649,39.0061187,-94.072446
650,6.1873507,-75.5802337
651,33.7133071,-108.7578619
652,31.0339058,-96.5079742
653,,
654,26.1223084,-80.1433786
655,38.9582307,-122.6263728
656,32.4315813,-80.6698286
657,39.6989809,-78.1797293
658,42.4983517,-88.3281487
659,33.34221,-118.3272612
660,43.519629,-114.315325
661,47.2401767,-117.0402897
662,34.2176371,-119.0383541
663,45.5202471,-122.6741949
664,42.4834286,-71.1078311
665,39.3642852,-74.4229351
666,41.9994722,-88.1450735
667,41.3316124,-111.0046287
668,62.40986815,6.203593760870791
669,26.6845104,-80.6675577
670,29.4804947,-89.6939531
671,30.4513173,-94.8432625
672,,
673,45.8206794,-120.8217312
674,35.9850639,-96.76697
675,35.20962,-80.8321134
676,46.3580221,-94.2008288
677,35.20962,-80.8321134
678,42.3315509,-83.0466403
679,60.5439444,-145.7589103
680,43.8839966,-121.4385168
681,45.664557,-97.049791
682,33.772179449999996,-116.49529769785079
683,37.7790262,-122.419906
684,35.8251589,-77.2491298
685,61.0035946,-159.9429481
686,43.5862607,-119.0541032
687,28.6467776,-97.4379552
688,45.7857818,-92.3810284
689,34.4888822,-118.6228656
690,47.9479601,-116.7079745
691,34.0550328,-117.1827445
692,33.4942189,-111.9260184
693,38.2141363,-112.9235621
694,39.3642852,-74.4229351
695,32.4640245,-86.4596966
696,30.0929491,-96.0806548
697,30.4380832,-84.2809332
698,45.0314546,-68.7286452
699,37.6455993,-91.5359808
700,,
701,38.280188499999994,-78.919992524618
702,18.038900050000002,-66.01803507002688
703,40.8619754,-76.7936252
704,33.743764999999996,-116.22331524966393
705,36.1672559,-115.1485163
706,35.9303417,-86.2911025
707,33.8335125,-113.54583100857519
708,34.7942511,-118.853568
709,39.2465755,-106.29536209696522
710,32.9604305,-96.83025951893629
711,42.0935999,-92.6757524
712,18.465299,-66.116666
713,43.5324809,-90.0026259
714,28.7097167,-81.7328542
715,,
716,28.0222435,-81.7328568
717,32.2690953,-102.6042447
718,38.5738096,-109.5462146
719,6.1873507,-75.5802337
720,32.7174202,-117.1627728
721,38.6942009,-98.2149289
722,41.4091897,-122.194953
723,61.3904227,-149.4817876
724,35.3187279,-82.4609528
725,35.900073,-90.5820534
726,32.8528287,-116.6158525
727,28.6383385,-81.11535209752932
728,36.7620301,-83.6949176
729,40.0392642,-76.4307964
730,42.5083272,-89.031784
731,28.5552719,-82.3878709
732,36.7235543,-120.0599144
733,38.255757,-119.2312665
734,29.6343977,-83.1251306
735,33.4484367,-112.0741417
736,42.36790855,-71.12678237443698
737,35.6678204,-101.3973876
738,47.1301417,-119.2780771
739,27.9566843,-97.9369447
740,38.6399099,-122.8744391
741,36.8657651,-87.4889532
742,36.995423,-83.66268
743,42.0447388,-87.6930459
744,52.4459629,-1.8237251
745,37.941764,-120.63679473786408
746,,
747,6.5350281,-75.1226631
748,37.02773225,-111.31013760137864
749,44.911006,-116.0987364
750,34.9570325,-92.4273785
751,37.9953181,-123.0234657
752,45.1489061,-93.9639196
753,38.5037966,-120.7554891
754,43.1854085,-101.655263
755,33.9987101,-96.7197217
756,37.8684015,-122.2589054
757,40.5294818,-89.1773055
758,35.3272928,-96.9253004
759,42.9548989,-115.3009037
760,34.2595715,-118.6023247
761,38.6529545,-90.24111656024635
762,42.7258142,-92.4754626
763,42.6990321,-73.1118964
764,40.9832011,-122.6997441
765,36.8871992,-113.9296876
766,26.1223084,-80.1433786
767,36.9860582,-120.6265722
768,26.1223084,-80.1433786
769,35.9489566,-85.0269015
770,33.6211097,-117.6761408
771,43.157285,-77.615214
772,36.6744117,-121.6550372
773,31.7437272,-105.0927275
774,,
775,34.8679599,-111.7617165
776,38.2770227,-85.7371604
777,35.7789565,-87.4669587
778,37.6455993,-91.5359808
779,38.8221258,-122.723045
780,40.7596198,-111.8867975
781,37.270973,-79.9414313
782,,
783,46.1844077,-62.5315437
784,36.3967623,-97.8791341
785,40.735657,-74.1723667
786,40.8339907,-75.7135568
787,37.0481417,-112.5285476
788,46.0441295,-95.2914238
789,35.5186728,-97.6322648
790,28.7099337,-100.4938137
791,62.1371485,-145.82205347328326
792,48.1625483,-122.49502681973634
793,29.0938036,-97.2900564
794,33.1976496,-96.6154471
795,,
796,36.0594772,-102.5132497
797,40.6503777,-73.2612292
798,34.8275814,-84.6104884
799,36.2516475,-118.852583
800,66.6023978,-160.0113003
801,34.4023774,-79.8950643
802,40.756494,-122.9366462745098
803,42.1220125,-77.9480575
804,38.1864389,-89.6056504
805,29.6519684,-82.3249846
806,32.83259,-117.2716839
807,24.4870296,-89.5363207573838
808,60.9632459,-149.1336969
809,40.7596198,-111.8867975
810,32.8795022,-111.7573521
811,38.8945939,-121.0739897
812,27.959186199999998,-80.67174097572686
813,30.6943566,-88.0430541
814,43.0962919,-89.5119565
815,35.2351765,-75.6284903
816,37.800889,-97.28088896921807
817,40.152331,-75.266289
818,66.90456449999999,-151.5349219527285
819,41.311367,-105.591101
820,,
821,44.5365467,-122.9068762
822,46.3299668,-94.4741744
823,64.4989922,-165.39879944316317
824,39.8308973,-77.231012
825,41.5869225,-109.2047867
826,41.5869225,-109.2047867
827,41.2424219,-82.6155745
828,37.2647695,-91.6704231
829,34.0550328,-117.1827445
830,47.4799078,-122.2034496
831,40.7356738,-73.4417524
832,48.5342662,-123.0171242
833,38.4408563,-92.9918652
834,41.5803625,-75.4082366
835,35.125801,-117.9859038
836,27.8332175,-97.0618324
837,40.87941295,-73.00394259997734
838,35.8460396,-86.3921096
839,,
840,38.5893934,-119.8345013
841,,
842,34.0234337,-84.6154897
843,30.9138959,-101.8978739
844,39.1434406,-77.2013705
845,32.5537585,-83.8874084
846,29.4664706,-95.355714
847,29.7028266,-98.1257348
848,42.6042523,-72.5564777
849,26.0031465,-80.223937
850,28.6122187,-80.8075538
851,34.6976564,-79.8833971
852,47.8105738,-122.3774952
853,40.4766372,-88.9930308
854,37.718829,-121.43437985945519
855,38.0902957,-96.8864144
856,28.057811,-81.541965
857,45.4371908,12.3345898
858,41.3159315,-72.3289715
859,42.3183391,-85.1876785
860,42.435906,-76.6313356
861,42.435906,-76.6313356
862,33.4151117,-111.8314792
863,53.3546822,-6.3772439
864,42.8330755,-108.730702
865,37.104153,-113.5841313
866,39.094831600000006,-84.63803736116037
867,36.0525993,-95.7908195
868,34.1866193,-118.4486669
869,28.8041579,-81.725632
870,32.2937536,-85.9244006
871,38.255757,-119.2312665
872,47.1392684,-122.0981691
873,38.255757,-119.2312665
874,38.671119,-96.9425139
875,26.2378597,-80.1247667
876,39.819389,-120.46736204229074
877,38.4423644,-105.2224947
878,39.2757232,-121.6599701
879,33.9323307,-117.5508901
880,42.1959216,-74.0970826
881,43.63514695,-72.3158890548533
882,62.1371485,-145.82205347328326
883,30.5335302,-92.081509
884,41.8960403,-104.0935411
885,38.0049214,-121.805789
886,47.4959464,-121.7851542
887,35.3738712,-119.0194639
888,33.1542164,-99.7199972
889,40.7356738,-73.4417524
890,35.3738712,-119.0194639
891,33.2342834,-97.5861393
892,29.9499323,-90.0701156
893,26.1223084,-80.1433786
894,33.3703197,-112.5837766
895,38.0352315,-97.4486267
896,39.0836224,-84.508371
897,37.8750565,-109.3403148
898,42.1390327,-72.7584859
899,42.3080272,-85.249317
900,35.8703193,-98.1978417
901,40.5863563,-122.3916754
902,,
903,39.3911659,-84.7021724
904,34.2542084,-110.0298327
905,27.816415,-80.4706078
906,44.0581728,-121.3153096
907,37.4108841,-94.70496
908,33.4151117,-111.8314792
909,20.1385419,85.52006586074518
910,32.7947731,-116.9625269
911,26.1223084,-80.1433786
912,29.2160836,-96.026346
913,34.4358295,-119.8276389
914,41.2814842,-73.4981792
915,35.536297,-100.9601552
916,34.1866193,-118.4486669
917,40.7970382,-74.4809868
918,41.6996927,-93.0537592
919,40.1856597,-75.451571
920,41.3208297,-93.1093708
921,32.7876149,-97.8079073
922,38.5890723,-121.302728
923,43.0682597,-89.3950557
924,43.7679349,-71.3872565
925,48.3093032,-120.6564879
926,,
927,35.8936525,-119.0446887315073
928,43.0161693,-83.6900211
929,34.9531295,-120.4358577
930,36.6278394,-91.9626514
931,40.031183,-81.5884561
932,48.1118526,-121.114219
933,31.0237921,-87.4938708
934,29.3880028,-82.4481694
935,41.9717446,-75.7432423
936,46.979412,-96.880638
937,38.617854564834325,-90.215532743664
938,32.9337697,-81.649555
939,32.9337697,-81.649555
940,34.2625025,-118.427027
941,44.290635,-105.501876
942,40.5489358,-84.5702338
943,43.074761,-89.3837613
944,37.3494528,-108.5840736
945,38.707687,-122.9024964
946,36.119223,-79.794362
947,42.8488865,-92.0970758
948,42.1286396,-98.0299608
949,35.2225717,-97.4394816
950,42.813973,-72.023136
951,29.1966405,-96.2696867
952,30.0046629,-97.6124989
953,29.7589382,-95.3676974
954,44.6365071,-123.1059324
955,29.7589382,-95.3676974
956,37.8151307,-76.2810551
957,39.4409277,-78.9739156
958,36.3967623,-97.8791341
959,27.4433705,-81.2536807
960,12.1546582,-86.3131179
961,46.4335302,-109.8498047
962,35.2526614,-77.079671
963,34.5827699,-117.409215
964,32.7174202,-117.1627728
965,26.501238,-82.18673869352043
966,35.0988648,-120.612393
967,40.7914504,-80.6261833
968,47.2495798,-122.4398746
969,31.8457149,-102.367687
970,42.0378125,-92.9915704
971,35.6048018,-91.2817951
972,39.274286000000004,-77.20154135540925
973,44.0886059,-87.6575841
974,35.5698087,-94.3668792
975,33.4565021,-85.1307779
976,31.2437872,-90.4531536
977,35.2436969,-89.3500714
978,34.0096513,-86.0244495
979,42.1390327,-72.7584859
980,36.06523,-119.0167679
