,Location,TotalFatalInjuries
12714,"ocilla, ga",0.0
12716,"ocoee, fl",0.0
2450,"cambria, ny",0.0
12720,"oconto, wi",0.0
2449,"cambria, ca",0.0
12723,"ocraacoke, nc",0.0
12724,"ocracoke island, nc",0.0
12758,"okahumpka, fl",0.0
12760,"okarche, ok",0.0
2399,"calcutta, india",0.0
12807,"olson creek, ak",0.0
2411,"calera, ok",0.0
12797,"olivehurst, ca",0.0
2409,"caledonia, ms",0.0
12799,"olivia, mn",0.0
12800,"oljato, ut",0.0
12802,"ollie, ia",0.0
2408,"caledonia, mo",0.0
12804,"olney, mt",0.0
2406,"caledonia, mi",0.0
12809,"oluskee, ok",0.0
12761,"okaton, sd",0.0
12811,"olyhant, pa",0.0
2402,"caldwell, ar",0.0
12815,"omaha, tx",0.0
12816,"omak, wa",0.0
12817,"omeath ireland, ireland",0.0
2401,"caldonia, ny",0.0
2400,"calderwood, tn",0.0
12822,"onaga, ks",0.0
12823,"onalaska, tx",0.0
2412,"calexico, ca",0.0
12794,"olin, tx",0.0
12793,"olean, ny",0.0
2413,"calgary, canada",0.0
2431,"callao, mo",0.0
2430,"callahan, fl",0.0
12764,"okemah, ok",0.0
12765,"okinawa, japan",0.0
12768,"oklee, mn",0.0
2427,"calipatria, ca",0.0
12770,"okobojo, sd",0.0
2426,"california, mo",0.0
2424,"california valy, ca",0.0
12776,"olathe, co",0.0
12777,"olathe, ks",0.0
2420,"calico rock, ar",0.0
12779,"olcott, ny",0.0
2415,"calhoun city, ms",0.0
12785,"old harbor, ak",0.0
12786,"old hay, kent, united kingdom",0.0
12788,"old minto, ak",0.0
12789,"old monroe, mo",0.0
12790,"old town, me",0.0
12957,"osseo, mi",0.0
12959,"ossipee, nh",0.0
2670,"carr, co",0.0
2263,"burdett, ny",0.0
13127,"palmyra, pa",0.0
13128,"palmyra, va",0.0
2268,"burkburnett, tx",0.0
13133,"palo, ia",0.0
13134,"palomar mtn, ca",0.0
13135,"palora, ecuador",0.0
2267,"burgress strip, ak",0.0
2266,"burgettstown, pa",0.0
13140,"pamler, ak",0.0
13143,"pan tak, az",0.0
13157,"panancea, fl",0.0
13144,"pana, il",0.0
2262,"burdett, ks",0.0
13147,"panala, al",0.0
13148,"panama  city, panama",0.0
13150,"panama city beach, fl",0.0
2258,"bunn, nc",0.0
13153,"panama pacifico, panama",0.0
13154,"panama, ne",0.0
2257,"bunn level, nc",0.0
13125,"palmyra, il",0.0
13124,"palmetto, ga",0.0
2271,"burkesville, ky",0.0
13122,"palmerton, pa",0.0
13092,"palermo, me",0.0
13093,"palermo, ny",0.0
13095,"palestine, il",0.0
13097,"palisade, co",0.0
13098,"palisade, mn",0.0
13099,"palisade, ne",0.0
2282,"burlington, ma",0.0
13102,"palm beach gard, fl",0.0
13103,"palm beach, fl",0.0
2280,"burlington, ks",0.0
13106,"palm desert, ca",0.0
13107,"palm harbor, fl",0.0
13109,"palma  mallorca, spain",0.0
13110,"palma de mallorca airport, spain",0.0
13112,"palma, ky",0.0
2273,"burleson, tx",0.0
2272,"burkittsville, md",0.0
13120,"palmer, ma",0.0
13121,"palmer, wa",0.0
13156,"panamint valley, ca",0.0
13158,"pandora, oh",0.0
2292,"burnett inlet, ak",0.0
13209,"park forest, il",0.0
13195,"paris, france",0.0
13196,"paris, france, france",0.0
13197,"paris, id",0.0
2241,"bull bay, jamaica",0.0
2240,"bulchitna lake, ak",0.0
2238,"buhler, ks",0.0
13205,"parishville, ny",0.0
13206,"park city, mt",0.0
2231,"buffalo, sd",0.0
13210,"park forrest, il",0.0
2256,"bunkie, la",0.0
13211,"park hall, md",0.0
2230,"buffalo, ok",0.0
13213,"park river, nd",0.0
13215,"park, ks",0.0
13216,"parkdale, ar",0.0
13217,"parkdale, or",0.0
13218,"parker city, in",0.0
13219,"parker city, pa",0.0
13221,"parker lake, ak",0.0
2242,"bull shoals, ar",0.0
13193,"paris orly, france",0.0
13191,"parchman, ms",0.0
2243,"bullard, ga",0.0
2254,"bunker hill, il",0.0
13162,"pantego, nc",0.0
13163,"panther burn, ms",0.0
13164,"paola, ks",0.0
13167,"papalote, tx",0.0
13169,"papua, papua new guinea",0.0
13172,"paradis, la",0.0
13173,"paradise island, bahamas",0.0
13174,"paradise lakes estates, ca",0.0
13176,"paradise valley, nv",0.0
2251,"bumble bee, az",0.0
13178,"paradise, la",0.0
13180,"paradise, ut",0.0
13181,"paradise, wa",0.0
13183,"paragon, in",0.0
13185,"paragould, ar",0.0
2248,"bullhead city, ca",0.0
13187,"paramount, ca",0.0
2245,"bullfrog basin, ut",0.0
13090,"palenstine, tx",0.0
13088,"palencia, guatemala",0.0
2351,"c0rnell, il",0.0
13012,"oxford, ar",0.0
2333,"buxton, nd",0.0
12998,"owayhee, nv",0.0
12999,"owego, ny",0.0
13002,"owensville, mo",0.0
13003,"owenton, ky",0.0
13004,"owingsville, ky",0.0
2329,"butterfly lake, ak",0.0
13008,"owyhee reserv., id",0.0
13009,"owyhee, or",0.0
2325,"butte des mort, wi",0.0
2317,"butler, al",0.0
2324,"butte city, ca",0.0
13016,"oxford, me",0.0
13017,"oxford, mi",0.0
2322,"butler, tn",0.0
13019,"oxford, nc",0.0
2320,"butler, mo",0.0
2319,"butler, ky",0.0
2318,"butler, in",0.0
13023,"oxford, wi",0.0
12994,"oviedo, fl",0.0
2337,"byfield, ma",0.0
12991,"overton, ne",0.0
12990,"overly, nd",0.0
12963,"oswego, ks",0.0
12965,"oswego, sc",0.0
12966,"othello, wa",0.0
12967,"otis orchards, wa",0.0
2350,"byron, wi",0.0
12969,"otisfield, me",0.0
12970,"otsego, oh",0.0
12971,"otselic, ny",0.0
2347,"byron, mi",0.0
2346,"byron, il",0.0
12977,"otter lake, ny",0.0
2343,"byron township, wi",0.0
12979,"ottumwa, sd",0.0
2342,"byron center, mi",0.0
12982,"outjo, namibia",0.0
12984,"ovando, mt",0.0
12985,"over fargo, nd",0.0
12986,"overbrook, ok",0.0
2339,"bynum, mt",0.0
13024,"oxfordshire, united kingdom",0.0
13028,"ozark, ar",0.0
13087,"palazzolo dello stella, italy",0.0
13072,"paint bank, va",0.0
13061,"pago pago, american samoa",0.0
2299,"burns junction, or",0.0
2298,"burnips, mi",0.0
13065,"pahoa, hi",0.0
2297,"burnham, pa",0.0
2296,"burnham, me",0.0
13068,"paicines, ca",0.0
13070,"painesvile, oh",0.0
2295,"burneyville, ok",0.0
13075,"painter, va",0.0
13030,"ozawkie, ks",0.0
13076,"paintersville, oh",0.0
13077,"painton, mo",0.0
13079,"paisley, or",0.0
13080,"pala, ca",0.0
13081,"palacios, tx",0.0
13082,"palakta, fl",0.0
13083,"palamino valley, nv",0.0
2293,"burnett, tx",0.0
13086,"palau international airport, palau",0.0
13060,pago pago,0.0
2302,"burnsdie, ky",0.0
13057,"page, nd",0.0
2303,"burnsville, mn",0.0
2313,"busby, mt",0.0
2312,"burwell, ne",0.0
13033,"paanilo, hi",0.0
13034,"paauilo, hi",0.0
13035,"pacatello, id",0.0
2311,"burtonsville, md",0.0
13037,"pacific city, or",0.0
2310,"burton lake, or",0.0
13041,"pacific ocean, po",0.0
13042,"pacific ocean, wa",0.0
13043,"pacific, mo",0.0
2309,"burt, ny",0.0
13046,"packwood, wa",0.0
2308,"burson, ca",0.0
13048,"padang, indonesia",0.0
13050,"paderborn, germany",0.0
13052,"padre island, tx",0.0
2306,"burrville, ri",0.0
2305,"burnt chimney, va",0.0
12699,"ocean reef club, fl",0.0
12698,"ocean isle beach, nc",0.0
12697,"ocean isle beac, nc",0.0
12369,"no kingstown, ri",0.0
12357,"ninety six, sc",0.0
12358,"ninilchick, ak",0.0
12360,"ninnekah, ok",0.0
12361,"niota, il",0.0
2592,"cape town, south africa",0.0
2591,"cape simpson, ak",0.0
2590,"cape sabine, ak",0.0
2587,"cape may court house, nj",0.0
2585,"cape girardeau, il",0.0
12370,"no las vegas, nv",0.0
12382,"no.little rock, ar",0.0
12371,"no little rock, ar",0.0
12372,"no. andover, ma",0.0
12373,"no. canaan, ct",0.0
12375,"no. kingstown, ri",0.0
12376,"no. las vegas, nv",0.0
12377,"no. little rock, ar",0.0
12378,"no. richland hi, tx",0.0
12379,"no. windham, vt",0.0
12380,"no.andover, ma",0.0
12356,"nimrod, or",0.0
12355,"nimrod, mn",0.0
12350,"niland, ca",0.0
12349,"nikolski, ak",0.0
12322,"ngurah rai airport, denpasar, bali, indonesia, indonesia",0.0
12323,"ni'ihau, hi",0.0
12326,"niagra falls, ny",0.0
12327,"niamey, niger",0.0
12328,"nice, france",0.0
2602,"captiva, fl",0.0
12332,"nicholls town, bahamas",0.0
2600,"captinteria, ca",0.0
12334,"nichols, ia",0.0
12336,"nickerson, ne",0.0
12337,"nicklesville, ga",0.0
12339,"nicolett, mn",0.0
12340,"nicollet, mn",0.0
12341,"niedersachsen, germany",0.0
12342,"nielsville, mn",0.0
12344,"niigata, japan",0.0
12345,"nikabuna lake, ak",0.0
12347,"nikolai creek, ak",0.0
2598,"capron, va",0.0
12381,no.atlantic oc,0.0
12383,"no.myrtle bch, sc",0.0
12319,"newville, pa",0.0
12428,"norridgewock, me",0.0
2569,"canyon country, ca",0.0
12418,"norfolk, va, va",0.0
12419,"norfork, ar",0.0
12420,"norfork, va",0.0
12421,"norias, tx",0.0
2568,"canyon city, or",0.0
2566,"canutillo, tx",0.0
2564,"cantua creek, ca",0.0
12427,"normantown, wv",0.0
2563,"canton, tx",0.0
12384,"no.myrtle beach, sc",0.0
2562,"canton, sd",0.0
12433,"north adams, mi",0.0
2560,"canton, oh",0.0
12435,"north anson, me",0.0
12436,"north arlington, nj",0.0
12437,"north atlantic, canada",0.0
12440,"north bay, canada",0.0
2557,"canton, mn",0.0
2556,"canton, mi",0.0
2570,"canyon creek, ak",0.0
12413,"norfolk, england, united kingdom",0.0
2572,"canyon lake, ca",0.0
2573,"canyon lake, tx",0.0
12385,"no.stonington, ct",0.0
12386,"noack, tx",0.0
12387,"noatak, ak",0.0
12388,"nobelsville, in",0.0
12389,"noble, il",0.0
2583,"cape douglas, ak",0.0
2582,"cape coral, fl",0.0
12392,"nocagdoches, tx",0.0
12393,"nocona, tx",0.0
12395,"nogales, mexico",0.0
12398,"nokomis, il",0.0
2578,"capac, mi",0.0
12402,"noorvik, ak",0.0
12403,"nora  springs, ia",0.0
12404,"norcatur, ks",0.0
2575,"canyonleigh,nsw, australia",0.0
2574,"canyon, tx",0.0
12407,"norcross, ga",0.0
12408,"norcross, mn",0.0
12321,"nezperce, id",0.0
2605,"caqueta province, colombia",0.0
12696,"ocean isle bch, nc",0.0
12238,"newberry, mi",0.0
2654,"carmin, tx",0.0
12225,"newark, ca",0.0
12226,"newark, de",0.0
2648,"carlton, wa",0.0
12230,"newark, oh",0.0
2647,"carlton, ny",0.0
2646,"carlton, mn",0.0
2645,"carlton center, ny",0.0
12234,"newbern, nc",0.0
2640,"carlos, mn",0.0
12252,"newburyport, ma",0.0
12240,"newberryport, ma",0.0
12241,"newbolds corner, nj",0.0
12242,"newburg, md",0.0
12243,"newburg, me",0.0
12244,"newburg, nd",0.0
12245,"newburg, or",0.0
12247,"newburgh, in",0.0
12249,"newbury park, ca",0.0
2638,"carlock, il",0.0
2655,"carnation, wa",0.0
2657,"carney, ok",0.0
12219,"new waverly, tx",0.0
12218,"new washoe city, nv",0.0
2669,"carr inlet, wa",0.0
2668,"carpinteria, ca",0.0
12194,"new roades, la",0.0
12196,"new rockford, nd",0.0
12197,"new russia, oh",0.0
2664,"carollton, oh",0.0
12200,"new smithville, pa",0.0
12201,"new smyrna  bch, fl",0.0
2663,"carollton, ga",0.0
2661,"carolina beach, nc",0.0
12206,"new smyrna, fl",0.0
2659,"caroleen, nc",0.0
12208,"new stuyahok, ak",0.0
12209,"new taiton, tx",0.0
12212,"new town, nd",0.0
12213,"new town, pa",0.0
12214,"new ulm, mn",0.0
12215,"new ulm, tx",0.0
12216,"new underwood, sd",0.0
12251,"newbury, oh",0.0
2636,"carlisle, ms",0.0
12316,"newtonville, nj",0.0
12298,"newquay, united kingdom",0.0
12287,"newport, md",0.0
12288,"newport, me",0.0
12289,"newport, mn",0.0
12290,"newport, nh",0.0
12291,"newport, or",0.0
2614,"carbon, in",0.0
2612,"carauari, brazil",0.0
12296,"newport, vt",0.0
12297,"newport, wa",0.0
2611,"carate, costa rica",0.0
12254,"newcastle, st kitts and nevis",0.0
12302,"newstead, ny",0.0
12303,"newtok, ak",0.0
12304,"newton falls, oh",0.0
2610,"caratagena, colombia",0.0
12307,"newton, il",0.0
12308,"newton, ks",0.0
12311,"newton, nh",0.0
12312,"newton, nj",0.0
12313,"newton, tx",0.0
2619,"carbondale, pa",0.0
12285,"newport richey, fl",0.0
2620,"carcassome, france",0.0
2624,caribbean,0.0
12255,"newcastle, ut",0.0
2635,"carlisle, mn",0.0
12259,"newdale, id",0.0
12260,"newell, ca",0.0
2632,"carleton, mi",0.0
12265,"newfield, az",0.0
2631,"carizzo springs, tx",0.0
12267,"newfield, ny",0.0
12269,"newfoundland, canada",0.0
12270,"newgrange, ireland",0.0
12271,"newhalem, wa",0.0
2630,"caribou, me",0.0
2629,"caribou strip, ak",0.0
12274,"newkirk, ok",0.0
2628,"caribou lake, ak",0.0
2627,"caribou creek, ak",0.0
12278,"newman, ca",0.0
12279,"newmarket, nh",0.0
2626,"caribbean sea, unknown",0.0
2554,"canton, ky",0.0
12447,"north caicos, turks and caicos islands",0.0
12448,"north caldwell, ny",0.0
12618,"o'kean, ar",0.0
12604,"nushagak river, ak",0.0
12607,"nw philadelphia, oh",0.0
2494,"camp lake, wi",0.0
12609,"nyac mine, ak",0.0
2492,"camp fenelon, canada",0.0
12613,"nyssa, id",0.0
2490,"camp crook, sd",0.0
12615,"némisko, canada",0.0
12617,"o'donnell, tx",0.0
12619,"o'neil, ne",0.0
2482,"cameron, wv",0.0
12620,"o'neill, ne",0.0
12621,"oahu, hi",0.0
12622,"oak bluffs, ma",0.0
12623,"oak brook, il",0.0
12624,"oak city, nc",0.0
12625,"oak city, ut",0.0
2486,"camilla, ga",0.0
12629,"oak grove, ky",0.0
2483,"camerson, tx",0.0
12603,"nurnberg/gerf, germany",0.0
2495,"camp pendelton, ca",0.0
2497,"camp point, il",0.0
12599,"nunda, sd",0.0
12572,"nr gatlinburg, tn",0.0
12575,"nr tokyo,japan",0.0
12576,"nr. colbert, wa",0.0
12577,"nr. colorado sp, co",0.0
12578,"nr. englewood, co",0.0
12579,"nr. mcadams, ms",0.0
12580,"nr. mcgrath, ak",0.0
12582,"nr. white mount, ak",0.0
12583,"nr. wrangell, ak",0.0
12584,"nr.chubeay, bahamas",0.0
2505,"campbell, ne",0.0
2504,"campbell, mo",0.0
2503,"campbell, mn",0.0
2501,"campbell hill, il",0.0
2500,"camp verde, ca",0.0
2498,"camp springs, md",0.0
12596,"nunavachak, ak",0.0
12597,"nunavaugaluk lk, ak",0.0
12598,"nunda, ny",0.0
12631,"oak grove, mn",0.0
2481,"cameron, tx",0.0
12449,"north canaan, ct",0.0
2463,"cambridge, united kingdom",0.0
12666,"oakley, ks",0.0
12670,"oaks, nd",0.0
12672,"oakville, wa",0.0
12673,"oakwood, ga",0.0
12674,"oakwood, oh",0.0
12675,"oakwood, ok",0.0
2464,"cambridge, wi",0.0
12677,"oasis, ca",0.0
12678,"oatman, az",0.0
12682,"obergon, mexico",0.0
12634,"oak grove, va",0.0
12683,"oberlin, ks",0.0
12684,"oberlin, la",0.0
12686,"obion, tn",0.0
12687,"obyan, gu",0.0
2461,"cambridge, ny",0.0
12691,"ocate, nm",0.0
12692,ocean cay,0.0
12694,"ocean city, nj",0.0
12695,"ocean island be, nc",0.0
12662,"oakland, ms",0.0
12661,"oakland, me",0.0
2468,"camden, mi",0.0
12659,"oakland, ia",0.0
2480,"cameron, sc",0.0
12636,"oak harbor, oh",0.0
2479,"cameron, mt",0.0
12640,"oak island, mn",0.0
12641,"oak island, nc",0.0
12642,"oak meadows, fl",0.0
12643,"oak mountain, al",0.0
2475,cameron 278b,0.0
2473,"camden, tn",0.0
12647,"oakdale, il",0.0
12648,"oakdale, la",0.0
12649,"oakdale, mn",0.0
12650,"oakdale, wa",0.0
2470,"camden, nsw, australia",0.0
12653,"oakesdale, wa",0.0
12654,"oakgrove, ar",0.0
12656,"oakland, al",0.0
12657,"oakland, ar",0.0
2469,"camden, nc",0.0
2507,"campbellsville, ky",0.0
12570,"nr anchorage, ak",0.0
2509,"campeche, mexico",0.0
12495,north padre 967,0.0
12484,"north liberty, in",0.0
2544,"canon, ga",0.0
12487,"north little rock, ar",0.0
2542,"canoga park, ca",0.0
12489,"north mankato, mn",0.0
12490,"north miami bch, fl",0.0
12492,"north myrtle be, sc",0.0
2541,"cannonball, nd",0.0
12494,"north omaha, ne",0.0
12496,"north palm bch, fl",0.0
12567,"nowatta, ok",0.0
12499,"north pole, ak",0.0
12500,"north port, fl",0.0
12501,"north rose, ny",0.0
2539,"cannon afb, nm",0.0
2538,"canning river, ak",0.0
12504,"north sea, netherlands",0.0
12505,"north sea, united kingdom",0.0
12506,"north sea, united kingdom, united kingdom",0.0
12507,"north shore, ca",0.0
12483,"north lebannon, me",0.0
2545,"canowindra, australia",0.0
12481,"north lacassine, la",0.0
12480,"north kona, hi",0.0
2553,"canton, ks",0.0
12453,"north castle, ny",0.0
12455,"north creek, ny",0.0
12457,"north east, pa",0.0
12461,"north fayston, vt",0.0
12462,"north fork, id",0.0
12463,"north fork, ne",0.0
12465,"north ft. myers, fl",0.0
2549,"canton naranjal, ecuador",0.0
12467,"north hampton, ma",0.0
12469,"north hanover, nj",0.0
12470,"north haven, me",0.0
12471,"north hedrick, ia",0.0
12472,"north highlands, ca",0.0
12473,"north hollywood, ca",0.0
12475,"north huntingdon, pa",0.0
2546,"cantagallo, ecuador",0.0
12478,"north kingston, ri",0.0
12479,"north kingstown, ri",0.0
12508,"north st. louis, mo",0.0
2537,"cannes, france",0.0
2535,"cannan, nh",0.0
12537,"norton, ma",0.0
12539,"norton, wv",0.0
12540,"nortonville, nd",0.0
12541,"norwalk, ia",0.0
12544,"norway, me",0.0
12545,"norwich, norfolk, uk, united kingdom",0.0
2517,"canadensis, pa",0.0
12549,"norwood, co",0.0
12550,"norwood, ma",0.0
12551,"nosara, costa rica",0.0
12552,"noti, or",0.0
12554,"nottingshire, united kingdom",0.0
12555,"noumea, new caledonia, new caledonia",0.0
2516,"canadaigua, ny",0.0
2515,canada/us borde,0.0
12558,"nova, oh",0.0
2514,"canada falls lk, me",0.0
2513,"canaan, ct",0.0
2512,"campti, la",0.0
12566,"novosheshminsk, tatarstan, russia",0.0
2520,"canal point, fl",0.0
2522,"canandaiqua, ny",0.0
2533,"canfield, oh",0.0
2523,"canastota, ny",0.0
12514,"northeast carry, me",0.0
12515,"northeast, pa",0.0
12516,"northfield, mn",0.0
12518,"northfield, oh",0.0
12520,"northglenn, co",0.0
12521,"northhampton, ma",0.0
12522,"northland, new zealand, new zealand",0.0
12523,"northome, mn",0.0
2531,"cando, nd",0.0
12525,"northport, fl",0.0
12526,"northport, mi",0.0
2530,"candlewood lake, ct",0.0
2529,"candle, ak",0.0
12529,"northumberland, va",0.0
2527,"cancun, mexico",0.0
12531,"northville, ny",0.0
2525,"canby, mn",0.0
2524,"canberra, australia",0.0
12534,"northwood, oh",0.0
11223,"montague, mi",0.0
2995,"charlson, nd",0.0
9227,"lapoint, ut",0.0
9884,"lowell, ma",0.0
9874,"lovell, wy",0.0
3492,"coldspring, tx",0.0
9877,"lovettsville, va",0.0
9878,"lovingston, va",0.0
9879,"lovington, nm",0.0
9880,"lowell, ar",0.0
9881,"lowell, fl",0.0
3489,"cold meadows, id",0.0
9883,"lowell, in",0.0
9886,"lowell, oh",0.0
9908,"lucerne, ca",0.0
9887,"lowell, or",0.0
9889,"lower burrell, pa",0.0
9891,"lower loon, id",0.0
3487,"cold foot, ak",0.0
9895,"lowndesboro, al",0.0
9897,"lowville, ny",0.0
3485,"colcord, ok",0.0
9900,"luanda, angola",0.0
9901,"lubango, angola",0.0
3493,"coldwater, ks",0.0
9871,"loup city, ne",0.0
9869,"louisville, ne",0.0
3495,"coldwater, ms",0.0
3509,"colgate, ok",0.0
9846,"los lumas, nm",0.0
3507,"colfax, wa",0.0
9849,"los olivos, ca",0.0
9850,"los rios, ecuador",0.0
3506,"colfax, nd",0.0
3505,"colfax, la",0.0
3504,"colfax, in",0.0
3503,"colfax, ca",0.0
9855,"loudon county, va",0.0
9856,"loudon, tn",0.0
9857,"loughman, fl",0.0
9858,"louie lake, id",0.0
9860,"louisburg, ks",0.0
9862,"louise, ms",0.0
9863,"louise, tx",0.0
9864,"louisvile, ky",0.0
3498,"coleman, fl",0.0
3497,"colebrook, nh",0.0
9904,"lucasville, oh",0.0
3480,"colbert, ga",0.0
9843,"los cruces, nm",0.0
9962,"luxeuil, france",0.0
9951,"luther, ok",0.0
3471,"cohasset, mn",0.0
9953,"luton airport, united kingdom",0.0
9954,"luton, united kingdom",0.0
9955,"lutsen, mn",0.0
9957,"luverne, al",0.0
9958,"luverne, mn",0.0
9959,"luvurne, al",0.0
9960,"luxembourg, luxembourg",0.0
9963,"luxor, pa",0.0
9911,"luckey, oh",0.0
3469,"cogswell, nd",0.0
9965,"luzerne, mi",0.0
3468,"coffs harbour, australia",0.0
9967,"luzon island, philippines",0.0
9968,"luzzara, italy",0.0
9971,"lydia, sc",0.0
9972,"lyford, tx",0.0
9973,"lyle, wa",0.0
9974,"lyman, me",0.0
9950,"lustre, mt",0.0
3475,"cojimar, cuba",0.0
9946,"luray, va",0.0
9945,"luray, sc",0.0
9912,"luddwici, ga",0.0
9918,"ludlow, vt",0.0
9920,"lueders, tx",0.0
9921,"lufkin, tx",0.0
9922,"lugano, switzerland",0.0
9923,"lugo di romagna, italy",0.0
9926,"luka, ms",0.0
9927,"luke afb, az",0.0
9928,"lula, ms",0.0
9929,"luling, la",0.0
9930,"luling, tx",0.0
9931,"lumber bridge, nc",0.0
3478,"cokeville, wy",0.0
3477,"cokato, nc",0.0
9939,"lund, nv",0.0
9940,"lund, ut",0.0
3476,"cokato, mn",0.0
9943,luquillo,0.0
9944,"luray caverns, va",0.0
9844,"los fresnos, tx",0.0
9842,"los cayes, haiti",0.0
9976,"lyman, wa",0.0
9770,"lonetree, wy",0.0
3545,"colony, ok",0.0
9759,"londonderry, nh",0.0
9760,"londonderry, united kingdom",0.0
9761,"londonderry, vt",0.0
9762,"lone grove, ok",0.0
9765,"lone pine, or",0.0
3541,"colome, sd",0.0
3540,"colombia staton, oh",0.0
9769,"lonestar, tx",0.0
9772,"long beach, ga",0.0
9784,"long lake, wi",0.0
9773,"long beach, ms",0.0
3538,"coloma, mi",0.0
9775,"long branch, nj",0.0
9776,"long grove, il",0.0
9778,"long island, ak",0.0
9779,"long island, bahamas",0.0
9780,"long island, nc",0.0
9781,"long island, ny",0.0
9782,"long island, turks and caicos islands",0.0
9757,"london, tx",0.0
3546,"colorado city, az",0.0
9754,"london heathrow, united kingdom",0.0
9753,"london england, united kingdom",0.0
9731,"logan-cache, ut",0.0
9732,"logansport, in",0.0
9733,"loganton, pa",0.0
9734,"loganville, wi",0.0
9735,"lohn, tx",0.0
9736,"loiborsoit, tanzania",0.0
9737,loiza,0.0
3553,"colorado sprngs, co",0.0
9739,"lolo, mt",0.0
9741,"loma bonita, veracruz, mexico, mexico",0.0
9743,"loma, mt",0.0
9744,"loman, id",0.0
9745,"loman, mn",0.0
9746,"lomax, il",0.0
9747,"lombardville, il",0.0
9748,"lometa, tx",0.0
3550,"colorado sprgs, co",0.0
9751,"london city airport, united kingdom",0.0
9752,london control,0.0
9783,"long lake, ny",0.0
9785,"long pond, pa",0.0
3514,"college port, tx",0.0
3522,"collington, nc",0.0
9815,"loreauville, la",0.0
9816,"lorenzo, brazil",0.0
9818,"loreto, baja, canada",0.0
3526,"collins, oh",0.0
3525,"collins, ny",0.0
9822,"loretto, pa",0.0
3524,"collins, ms",0.0
3523,"collins, mo",0.0
9825,"loring, mt",0.0
9827,"lorraine lake, ak",0.0
9786,"long valley, nv",0.0
9828,"lorrha, tipperary, ireland, ireland",0.0
9829,"los alamitos, ca",0.0
9830,"los alamos, ca",0.0
9832,"los almos, ca",0.0
9833,"los almos, nm",0.0
9834,"los altos, ca",0.0
9836,"los angeles intl airport, ca",0.0
3517,"collegeport, tx",0.0
9838,"los angeles, chile",0.0
9814,"lordsburg, nm",0.0
9813,"lordsberg, nm",0.0
9812,"lord flat, or",0.0
9810,"loraine, il",0.0
9787,"long view, nc",0.0
9788,"longboat key, fl",0.0
9789,"longbranch, wa",0.0
3537,"coloma, ca",0.0
3536,"cologne-bonn airport, germany",0.0
9793,"longview, wa",0.0
9794,"longville, mn",0.0
9795,"longwood, fl",0.0
9796,"lonoke county, ar",0.0
3534,"colo. springs, co",0.0
9800,"lookeba, ok",0.0
9801,"lookout pass, id",0.0
9802,"loon lake, wa",0.0
9803,"loop city, ne",0.0
9804,"loop, tx",0.0
3532,"collinwood, tn",0.0
