,Location,TotalFatalInjuries,pop,Scaled_Fatalities
4123,"taft, la",0.0,23005.0,0.0
4109,"swansboro, nc",0.0,60433.0,0.0
4111,"swanton, vt",0.0,1689.0,0.0
4112,"sweet springs, mo",0.0,207970.0,0.0
4113,"sweetwater, tx",0.0,9620.0,0.0
4114,"swifton, ar",0.0,10451.0,0.0
4115,"sylacauga, al",0.0,229715.0,0.0
4116,"sylmar, ca",0.0,152227.0,0.0
4117,"sylva, nc",0.0,8777.0,0.0
4118,"syracuse, ks",0.0,215120.0,0.0
4119,"syracuse, ny",0.0,281484.0,0.0
58,"acworth, ga",0.0,11648.0,0.0
4159,"terrell, tx",0.0,564685.0,0.0
4161,"teterboro, nj",0.0,385548.0,0.0
4162,"tetersboro, nj",0.0,71025.0,0.0
4217,"torreon, nm",0.0,172474.0,0.0
4203,"togiak, ak",0.0,1657653.0,0.0
4204,"tok, ak",0.0,86738.0,0.0
4205,"toketee, or",0.0,202142.0,0.0
4207,"toledo, wa",0.0,785234.0,0.0
4208,"tolleson, az",0.0,202615.0,0.0
4209,"tomball, tx",0.0,260041.0,0.0
4210,"toms river, nj",0.0,22357.0,0.0
4213,"topeka, ks",0.0,272384.0,0.0
4214,"toppenish, wa",0.0,384241.0,0.0
4215,"topping, va",0.0,23467.0,0.0
4216,"torrance, ca",0.0,220810.0,0.0
4218,"touchet, wa",0.0,15924.0,0.0
4200,"toadlena, nm",0.0,28476.0,0.0
4219,"toughkenamon, pa",0.0,71359.0,0.0
4220,"towanda, pa",0.0,51625.0,0.0
4221,"townsend, mt",0.0,27219.0,0.0
4223,"tracy, mn",0.0,34703.0,0.0
4224,"trammel, va",0.0,17436.0,0.0
4225,"tranquility, ca",0.0,11557.0,0.0
53,"abiquiu, nm",0.0,15112.0,0.0
4228,"trenton, al",0.0,24652.0,0.0
4230,"trenton, ne",0.0,55443.0,0.0
4232,"trinidad, co",0.0,24709.0,0.0
51,"aberdeen, ms",0.0,89168.0,0.0
4202,"toddville, md",0.0,12467.0,0.0
4199,"titusville, pa",0.0,190274.0,0.0
4163,"texline, tx",0.0,99801.0,0.0
4180,"thornton, ia",0.0,40630.0,0.0
4164,"thayer, mo",0.0,242072.0,0.0
4165,"the colony, tx",0.0,235017.0,0.0
4167,"theodore creek, ak",0.0,53327.0,0.0
4169,"theordore river, ak",0.0,28530.0,0.0
4171,"thermopolis, wy",0.0,31598.0,0.0
4172,"thief river fl, mn",0.0,9620.0,0.0
4173,"thomaston, ct",0.0,247298.0,0.0
4174,"thomaston, ga",0.0,92718.0,0.0
4176,"thomasville, il",0.0,5105.0,0.0
4177,"thomasville, pa",0.0,1837970.0,0.0
4179,"thorndale, tx",0.0,46921.0,0.0
4181,"three forks, mt",0.0,177636.0,0.0
4197,"tipton, ia",0.0,209424.0,0.0
4183,"three oaks, mi",0.0,799659.0,0.0
4184,"three rivers, tx",0.0,29377.0,0.0
4186,"thurmont, md",0.0,28066.0,0.0
4187,"ticonderoga, ny",0.0,179240.0,0.0
4188,"tieton, wa",0.0,25491.0,0.0
4189,"tifton, ga",0.0,3398362.0,0.0
4190,"tigvariak isl., ak",0.0,19141.0,0.0
4191,"tilden, tx",0.0,540513.0,0.0
55,"acme, mi",0.0,291389.0,0.0
4193,"timpson, tx",0.0,96469.0,0.0
4194,"tioga, nd",0.0,28957.0,0.0
4388,"warren, oh",0.0,373072.0,0.0
4389,"warren, vt",0.0,352404.0,0.0
4390,"warrenburg, mo",0.0,259126.0,0.0
4526,"whitehall, wi",0.0,93000.0,0.0
4567,"wilsonville, ne",0.0,11450.0,0.0
4568,"wimauma, fl",0.0,1287050.0,0.0
4569,"winchester, il",0.0,10009.0,0.0
11,"20 ese north po, ak",0.0,78702.0,0.0
4571,"windham, nh",0.0,355244.0,0.0
4572,"winkelman, az",0.0,15915.0,0.0
10,"15nm w. opa loc, fl",0.0,187235.0,0.0
4574,"winnemucca, nv",0.0,40493.0,0.0
4575,"winnesboro, la",0.0,367535.0,0.0
4576,"winnie, tx",0.0,75737.0,0.0
4577,"winnsboro, sc",0.0,7172.0,0.0
4578,"winona, ks",0.0,24487.0,0.0
4579,"winona, mn",0.0,105268.0,0.0
4580,"winsboro, la",0.0,36821.0,0.0
4581,"winslow, ar",0.0,38073.0,0.0
4582,"winslow, me",0.0,24646.0,0.0
4583,"winslow, wa",0.0,19427.0,0.0
4584,"winston salem, nc",0.0,981284.0,0.0
4585,"winston-salem, nc",0.0,44132.0,0.0
4586,"winter garden, fl",0.0,598351.0,0.0
4587,"winter haven, fl",0.0,41059.0,0.0
4589,"winters, ca",0.0,1519124.0,0.0
4590,"winterset, ia",0.0,4283.0,0.0
4591,"wiota, ia",0.0,6148.0,0.0
4593,"wisconsin dells, wi",0.0,62292.0,0.0
4562,"wilmington, nc",0.0,157233.0,0.0
4561,"wilmington, de",0.0,3257821.0,0.0
4560,"willshire, oh",0.0,110800.0,0.0
4543,"williams afb, az",0.0,55352.0,0.0
4528,"whitewright, tx",0.0,18856.0,0.0
4529,"whitney, tx",0.0,459336.0,0.0
4530,"whittemore, ia",0.0,583999.0,0.0
4531,"whittier, ak",0.0,73233.0,0.0
4534,"wickenberg, az",0.0,10126.0,0.0
4535,"wickenburg, az",0.0,103760.0,0.0
4536,"wickes, ar",0.0,65806.0,0.0
4537,"wiggins, co",0.0,110675.0,0.0
4540,"wildwood, nj",0.0,49120.0,0.0
4541,"wilkes-barre, pa",0.0,70680.0,0.0
4542,"willcox, az",0.0,109227.0,0.0
13,"27 e sagwon, ak",0.0,43226.0,0.0
4559,"willow, ak",0.0,44692.0,0.0
4545,"williams, mn",0.0,11481.0,0.0
4546,"williamsburg, mi",0.0,159134.0,0.0
4548,"williamsburg, va",0.0,30942.0,0.0
4549,"williamson, ga",0.0,118641.0,0.0
4550,"williamson, ny",0.0,136839.0,0.0
4552,"williamsport, tn",0.0,78211.0,0.0
4553,"williamston, mi",0.0,34719.0,0.0
4554,"williamston, nc",0.0,80347.0,0.0
4555,"willimatic, ct",0.0,78324.0,0.0
4557,"williston, nd",0.0,7477369.0,0.0
4558,"willits, ca",0.0,93044.0,0.0
4594,"wisconsin rapid, wi",0.0,797557.0,0.0
4595,"wise, va",0.0,15268.0,0.0
4596,"witchita, ks",0.0,120792.0,0.0
4648,"ypsilanti, mi",0.0,275927.0,0.0
4634,"yadkinville, nc",0.0,34719.0,0.0
4636,"yakutat, ak",0.0,225796.0,0.0
4637,"yale, mi",0.0,25174.0,0.0
4,"10 sw of milan, mo",0.0,122945.0,0.0
4639,"yankton, sd",0.0,14616.0,0.0
4640,"yantis, tx",0.0,56508.0,0.0
4641,"yeehaw junction, fl",0.0,133874.0,0.0
4642,"yentna river, ak",0.0,12368.0,0.0
3,"10 sw falls cit, ne",0.0,14036.0,0.0
4645,"york, ne",0.0,63017.0,0.0
4647,"youngstown, oh",0.0,195255.0,0.0
4649,"yreka, ca",0.0,24046.0,0.0
4632,"wyoming, ia",0.0,7932.0,0.0
4651,"yuba city, ca",0.0,147791.0,0.0
4653,"yucca valley, ca",0.0,19310.0,0.0
4654,"yulee, fl",0.0,9039.0,0.0
4656,"yuma, co",0.0,41740.0,0.0
4657,"zachary, la",0.0,597181.0,0.0
4658,"zanesville, oh",0.0,60515.0,0.0
4659,"zelienople, pa",0.0,40136.0,0.0
4660,"zellwood, fl",0.0,79215.0,0.0
4661,"zephyrhills, fl",0.0,226347.0,0.0
4662,"zillah, wa",0.0,20123.0,0.0
4663,"zilwauker, mi",0.0,7734602.0,0.0
4633,"wyoming, mi",0.0,20161.0,0.0
4631,"wyatt, in",0.0,37470.0,0.0
4597,"witts springs, ar",0.0,80245.0,0.0
4611,"woodstock, il",0.0,36422.0,0.0
4598,"wolf creek, mt",0.0,44725.0,0.0
4600,"wonder lake, il",0.0,5003.0,0.0
4601,"wonewoc, wi",0.0,28143.0,0.0
4602,"woodbine, ia",0.0,34254.0,0.0
4604,"woodbridge, va",0.0,285827.0,0.0
4605,"woodford, vt",0.0,15906.0,0.0
4606,"woodinville, wa",0.0,14169.0,0.0
4607,"woodland, ca",0.0,162898.0,0.0
4608,"woodsfield, oh",0.0,459336.0,0.0
9,"15mi. ne of chr, co",0.0,115474.0,0.0
4610,"woodstock, ga",0.0,75997.0,0.0
4613,"woodstock, vt",0.0,22633.0,0.0
4630,"wulik river str, ak",0.0,28265.0,0.0
4615,"woodward, ok",0.0,57341.0,0.0
4616,"woodworth, la",0.0,37633.0,0.0
4619,"worden, mt",0.0,84700.0,0.0
4620,"worland, wy",0.0,30077.0,0.0
4621,"worley, id",0.0,243639.0,0.0
6,"11 mi. s. of du, az",0.0,37394.0,0.0
4623,"wrangell, ak",0.0,53178.0,0.0
4624,"wren, oh",0.0,24408.0,0.0
4627,"wrightstown, nj",0.0,57297.0,0.0
4628,"wrightsville bc, nc",0.0,1837970.0,0.0
4629,"wrightsville, nc",0.0,49833.0,0.0
4527,"whitewater, wi",0.0,17431.0,0.0
4524,"white sulphur s, wv",0.0,38334.0,0.0
4391,"warrensburg, mo",0.0,188605.0,0.0
4523,"white sulphur s, mt",0.0,26726.0,0.0
4428,"wayland, mi",0.0,11345.0,0.0
4429,"wayne city, il",0.0,3877129.0,0.0
4430,"wayne, ne",0.0,11648.0,0.0
4431,"waynesboro, va",0.0,508389.0,0.0
4432,"waynesburg, pa",0.0,338759.0,0.0
4435,"weatherford, tx",0.0,2027712.0,0.0
22,"35 se moab, ut",0.0,69638.0,0.0
4438,"webster, nd",0.0,19438.0,0.0
4439,"webster, wi",0.0,35667.0,0.0
4440,"weedsport, ny",0.0,1287050.0,0.0
4441,"weiser, id",0.0,10451.0,0.0
4442,"welch, tx",0.0,422908.0,0.0
4443,"weldon, ca",0.0,11400.0,0.0
4444,"wellesley, ma",0.0,46962.0,0.0
4445,"wellington, oh",0.0,45803.0,0.0
4446,"wellsboro, pa",0.0,36400.0,0.0
21,"35 nm w. andros, bahamas",0.0,63193.0,0.0
4449,"welsh, la",0.0,13297.0,0.0
4451,"wenden, az",0.0,16332.0,0.0
4452,"wendling, or",0.0,15435.0,0.0
4453,"wendover, ut",0.0,47028.0,0.0
4454,"wentworth, wi",0.0,35883.0,0.0
4455,"wentzville, mo",0.0,56922.0,0.0
4456,"wesbter, sd",0.0,34880.0,0.0
4457,"weslaco, tx",0.0,207586.0,0.0
4427,"waxahachie, tx",0.0,46680.0,0.0
4426,"waverly, wa",0.0,653637.0,0.0
4425,"waverly, oh",0.0,17373.0,0.0
4407,"waterford, ct",0.0,13385.0,0.0
4393,"warsaw, in",0.0,15924.0,0.0
4395,"wasco, ca",0.0,1428509.0,0.0
4396,"wasco, or",0.0,16479.0,0.0
4397,"waseca, mn",0.0,16244.0,0.0
4398,"washington town, nj",0.0,53979.0,0.0
4400,"washington, ct",0.0,119417.0,0.0
23,"36 sw laramie, wy",0.0,63164.0,0.0
4402,"washington, ia",0.0,31159.0,0.0
4403,"washington, pa",0.0,30735.0,0.0
4405,"waskish, mn",0.0,29368.0,0.0
4406,"waterbury, ct",0.0,105902.0,0.0
4408,"waterloo, ia",0.0,9539.0,0.0
4423,"wauseon, oh",0.0,2879941.0,0.0
4409,"watertown, ny",0.0,58892.0,0.0
4411,"watertown, wi",0.0,20377.0,0.0
4412,"waterville, me",0.0,64661.0,0.0
4413,"watervliet, mi",0.0,56508.0,0.0
4414,"watkins, co",0.0,46921.0,0.0
4415,"watonga, ok",0.0,5389.0,0.0
4417,"watsonville, ca",0.0,796684.0,0.0
4418,"wauchula, fl",0.0,121459.0,0.0
4420,"waupaca, wi",0.0,11798.0,0.0
4421,"waurika, ok",0.0,17329.0,0.0
4422,"wausau, wi",0.0,202142.0,0.0
4458,"wesley chapel, fl",0.0,66239.0,0.0
4459,"wessington, sd",0.0,13937.0,0.0
4460,"west bay, fl",0.0,1231.0,0.0
4508,"wheatland, mo",0.0,7481.0,0.0
4495,"westhampton bch, ny",0.0,34735.0,0.0
4496,"westhampton bea, ny",0.0,152954.0,0.0
4497,"westley, ca",0.0,242072.0,0.0
4499,"weston, or",0.0,981284.0,0.0
4500,"westport, ny",0.0,121512.0,0.0
4501,"westville, fl",0.0,23820.0,0.0
16,"2nm nnm redmond, wa",0.0,20040.0,0.0
4503,"westville, ny",0.0,28628.0,0.0
4504,"westwego, la",0.0,168557.0,0.0
4505,"wetumpka, al",0.0,202029.0,0.0
4507,"wheatfield, ny",0.0,14654.0,0.0
4509,"wheatland, ny",0.0,18226.0,0.0
4492,"westcliffe, co",0.0,148270.0,0.0
4511,"wheaton, il",0.0,30857.0,0.0
4512,"wheeler, al",0.0,58265.0,0.0
4513,"wheeler, tx",0.0,35566.0,0.0
4515,"wheeling, wv",0.0,247298.0,0.0
4516,"whidbey island, wa",0.0,25491.0,0.0
4517,"white bear lake, mn",0.0,954388.0,0.0
4518,"white lake, ny",0.0,18772.0,0.0
4519,"white marsh, md",0.0,110675.0,0.0
4520,"white mountain, ak",0.0,2005.0,0.0
4521,"white mountain, az",0.0,166010.0,0.0
4522,"white plains, ny",0.0,575125.0,0.0
4493,"westerly, ri",0.0,11899.0,0.0
4491,"westbrook, tx",0.0,20388.0,0.0
4461,"west bend, wi",0.0,25553.0,0.0
4474,"west lafayette, in",0.0,47050.0,0.0
4462,"west branch, mi",0.0,32308.0,0.0
4463,west cameron #4,0.0,272079.0,0.0
4464,"west chester, pa",0.0,23925.0,0.0
4465,"west chicago, il",0.0,93737.0,0.0
4466,"west columbia, sc",0.0,24652.0,0.0
4467,"west covina, ca",0.0,51625.0,0.0
4468,"west dover, vt",0.0,41059.0,0.0
4469,"west fargo, nd",0.0,44132.0,0.0
4471,"west haven, ct",0.0,177216.0,0.0
4472,"west jordan, ut",0.0,25532.0,0.0
4473,"west kingston, ri",0.0,18567.0,0.0
4475,"west lafayette, oh",0.0,347194.0,0.0
4490,"westboro, mo",0.0,133517.0,0.0
4476,"west lebanon, me",0.0,70447.0,0.0
4477,"west liberty, ia",0.0,129548.0,0.0
4478,"west memphis, ar",0.0,10907.0,0.0
4479,"west mifflin, pa",0.0,310795.0,0.0
4480,"west milford, nj",0.0,43535.0,0.0
4482,"west palm bch, fl",0.0,83076.0,0.0
19,"3 miles sw of d, co",0.0,26774.0,0.0
4484,"west plains, mo",0.0,31351.0,0.0
4487,"west sound, wa",0.0,84851.0,0.0
18,"3 miles ne of e, ok",0.0,207970.0,0.0
4489,"west, tx",0.0,173565.0,0.0
4093,"sunflower, az",0.0,7374.0,0.0
4088,"sumter, sc",0.0,427241.0,0.0
3505,"puckett, ms",0.0,12674.0,0.0
3716,"salmon, id",0.0,59492.0,0.0
3685,"sabin, mn",0.0,63017.0,0.0
3686,"sabine pass, tx",0.0,12009.0,0.0
3687,"sabine, tx",0.0,19423.0,0.0
3689,"sacaton, az",0.0,40554.0,0.0
3690,"saco, mt",0.0,229715.0,0.0
3691,"sacramento, ca",0.0,746824.0,0.0
3692,"safford, az",0.0,99751.0,0.0
3693,"sagaponack, ny",0.0,14208.0,0.0
3694,"saginaw, mi",0.0,674036.0,0.0
3695,"saginaw, tx",0.0,23467.0,0.0
3696,"saint cloud, mn",0.0,104658.0,0.0
3699,"saint johns, az",0.0,31351.0,0.0
3701,"salem, il",0.0,7610.0,0.0
3703,"salem, oh",0.0,291389.0,0.0
3704,"salem, or",0.0,578146.0,0.0
3705,"salem, va",0.0,1441007.0,0.0
3706,"salida, ca",0.0,459336.0,0.0
3707,"salida, co",0.0,189485.0,0.0
3708,"salina, ks",0.0,227616.0,0.0
94,"albany, ky",0.0,70287.0,0.0
3710,"salinas, ca",0.0,115822.0,0.0
3711,"saline valley, ca",0.0,30077.0,0.0
3712,"salisbury, ma",0.0,235159.0,0.0
93,"albany, ga",0.0,118621.0,0.0
3714,"salisbury, nc",0.0,12791.0,0.0
3684,"sabetha, ks",0.0,302618.0,0.0
3683,"s.woodstock, vt",0.0,736836.0,0.0
3682,"s.e. of houma, la",0.0,53430.0,0.0
3666,"roundup, tx",0.0,1428509.0,0.0
3649,"rome, ga",0.0,114885.0,0.0
3650,"rome, or",0.0,29015.0,0.0
3651,"romeoville, il",0.0,35315.0,0.0
3654,"roosevelt, wa",0.0,11812.0,0.0
3657,"roseau, mn",0.0,83658.0,0.0
3658,"rosebud, nm",0.0,23051.0,0.0
3659,"rosenburg, or",0.0,23546.0,0.0
3660,"rosenburg, tx",0.0,44598.0,0.0
3662,"rosharon, tx",0.0,94083.0,0.0
3664,"roswell, nm",0.0,145386.0,0.0
3665,"round lake, ny",0.0,50955.0,0.0
3669,"ruleville, ms",0.0,229715.0,0.0
3681,"s. padre island, tx",0.0,23824.0,0.0
3670,"rush city, mn",0.0,83402.0,0.0
3671,"rushville, mo",0.0,26738.0,0.0
3672,"russell, ky",0.0,14780.0,0.0
3673,"russellville, ar",0.0,25491.0,0.0
3674,"russellville, ky",0.0,177855.0,0.0
3675,"ruth, ca",0.0,88405.0,0.0
3676,"rutheron, nm",0.0,11145.0,0.0
3677,"rutland, vt",0.0,1428509.0,0.0
3678,"s lake tahoe, ca",0.0,21944.0,0.0
95,"albany, ny",0.0,101012.0,0.0
3680,"s. of morgan ci, la",0.0,272079.0,0.0
3715,"sallisaw, ok",0.0,32970.0,0.0
3717,"salome, az",0.0,22426.0,0.0
4086,"summersville, wv",0.0,229715.0,0.0
91,"alamosa, co",0.0,72730.0,0.0
3752,"sandy piont, ak",0.0,39695.0,0.0
3754,"sanford, fl",0.0,15479.0,0.0
3755,"sanford, me",0.0,142105.0,0.0
3756,"sanger, ca",0.0,131337.0,0.0
85,"akron, ny",0.0,143134.0,0.0
3759,"santa cruz, ca",0.0,19728.0,0.0
3763,"santa monica, ca",0.0,265530.0,0.0
3764,"santa nella, ca",0.0,269990.0,0.0
83,"akron, co",0.0,164560.0,0.0
82,"aitkin, mn",0.0,9374.0,0.0
3768,"santa ynez, ca",0.0,25506.0,0.0
3770,"santisgo, mn",0.0,183791.0,0.0
3771,santo domingo,0.0,173565.0,0.0
3772,"saquache, co",0.0,14609.0,0.0
3774,"saratoga spring, ny",0.0,8835.0,0.0
3775,"saratoga, ny",0.0,10277.0,0.0
3777,"satanta, ks",0.0,171478.0,0.0
3778,"sauk centre, mn",0.0,96930.0,0.0
3779,"sauk rapids, mn",0.0,668.0,0.0
3780,"sauk village, il",0.0,18636.0,0.0
3782,"savage, mt",0.0,84851.0,0.0
3783,"savage, pa",0.0,282450.0,0.0
3785,"savoonga, ak",0.0,24201.0,0.0
3786,"savoy, ma",0.0,61360.0,0.0
3787,"sawyer, nd",0.0,32749.0,0.0
3751,"sandy hook beac, nj",0.0,33893.0,0.0
3749,"sandusky, oh",0.0,710649.0,0.0
3748,"sandia, tx",0.0,22945.0,0.0
3732,"san joaquin, ca",0.0,683346.0,0.0
3720,"san andreas, ca",0.0,435180.0,0.0
90,"alameda, nm",0.0,34330.0,0.0
3723,"san augustine, tx",0.0,20731.0,0.0
3724,"san benito, tx",0.0,23222.0,0.0
3725,"san carlos, ca",0.0,157208.0,0.0
3726,"san clemente, ca",0.0,14780.0,0.0
3727,"san clementine, ca",0.0,31855.0,0.0
89,"alameda, ca",0.0,186997.0,0.0
3729,"san fernando, ca",0.0,162591.0,0.0
88,"alaktak, ak",0.0,35815.0,0.0
3731,"san fransisco, ca",0.0,10003.0,0.0
3733,"san jose, ca",0.0,2327564.0,0.0
3746,"sand springs, ok",0.0,275500.0,0.0
3735,"san juan island, wa",0.0,64661.0,0.0
3736,"san luis obispo, ca",0.0,733591.0,0.0
3737,"san manuel, az",0.0,19030.0,0.0
87,"alabaster, al",0.0,552433.0,0.0
3739,"san marcos, tx",0.0,2841952.0,0.0
3740,"san martin, ca",0.0,322213.0,0.0
2791,"moultrie, ga",0.0,272449.0,0.0
86,"akron, oh",0.0,19682.0,0.0
3743,"san rafael, ca",0.0,122866.0,0.0
3744,"san simon, az",0.0,62272.0,0.0
3745,"sand point, ak",0.0,598351.0,0.0
3648,"rolling prairie, in",0.0,17952.0,0.0
3647,"rolla, nd",0.0,21175.0,0.0
3646,"rolla, mo",0.0,192910.0,0.0
3645,"roll, az",0.0,6324.0,0.0
3541,"randall, mn",0.0,5620.0,0.0
109,"alexandria, sd",0.0,299310.0,0.0
3543,"rangeley, me",0.0,797557.0,0.0
3544,"ranier, mi",0.0,349562.0,0.0
3546,"rathdrum, id",0.0,11358.0,0.0
3547,"raton, nm",0.0,39511.0,0.0
3549,"ravenswood, wv",0.0,41725.0,0.0
3551,"ray city, ga",0.0,25562.0,0.0
3552,"raymondville, tx",0.0,91685.0,0.0
3553,"rayne, la",0.0,38455.0,0.0
3554,"reading, pa",0.0,153778.0,0.0
3555,"red bank, tn",0.0,24009.0,0.0
3556,"red bay, al",0.0,14419.0,0.0
108,"alexandria, mn",0.0,12643.0,0.0
3559,"red hook, ny",0.0,99005.0,0.0
3560,"red level, al",0.0,17040.0,0.0
3561,"red lodge, mt",0.0,11081.0,0.0
3562,"red oak, ia",0.0,9042.0,0.0
3563,"red rock, az",0.0,38175.0,0.0
3564,"red wing, mn",0.0,9161.0,0.0
3565,"redding, ca",0.0,2214053.0,0.0
3566,"redfield, sd",0.0,1453268.0,0.0
107,"alexandria, la",0.0,148463.0,0.0
3568,"redmond, or",0.0,435436.0,0.0
3569,"redwood, ms",0.0,40957.0,0.0
3540,"ranchos de taos, nm",0.0,126119.0,0.0
3539,"rancho, ca",0.0,4336.0,0.0
3538,"rancho santa fe, ca",0.0,77540.0,0.0
3520,"quincy, ca",0.0,504247.0,0.0
3506,"pueblo, co",0.0,190581.0,0.0
3507,"pulaski, wi",0.0,137364.0,0.0
3509,"pullman, wa",0.0,568737.0,0.0
3511,"punxsutawney, pa",0.0,1286169.0,0.0
3512,"purcell, ok",0.0,83402.0,0.0
3514,"puxico, mo",0.0,24018.0,0.0
3515,"puyallup, wa",0.0,13850.0,0.0
3516,"pylmouth, in",0.0,8521.0,0.0
3517,"quakertown, pa",0.0,9539.0,0.0
3518,"quanah, tx",0.0,382894.0,0.0
3519,"quartzsite, az",0.0,468686.0,0.0
3521,"quincy, fl",0.0,193300.0,0.0
3537,"rancho murieta, ca",0.0,124775.0,0.0
112,"aline, ok",0.0,36821.0,0.0
3524,"quinton, va",0.0,10522.0,0.0
3525,"quitman, ga",0.0,37633.0,0.0
3526,"quzinkie, ak",0.0,2471.0,0.0
3527,"racine, wi",0.0,32860.0,0.0
3528,"raeford, nc",0.0,125684.0,0.0
111,"alief, tx",0.0,487378.0,0.0
3530,"rainbow lake, ak",0.0,646213.0,0.0
3531,"raleigh, nc",0.0,597181.0,0.0
3532,"ramon, nm",0.0,14169.0,0.0
3535,"rancho bernardo, ca",0.0,215120.0,0.0
106,"alexandria, ky",0.0,27346.0,0.0
3572,"reedsport, or",0.0,3811512.0,0.0
3573,"reedsville, pa",0.0,225796.0,0.0
3627,"rockford, il",0.0,852283.0,0.0
3611,"robbinsville, nj",0.0,355244.0,0.0
3614,"robinson, tx",0.0,489506.0,0.0
3615,"roby, tx",0.0,90761.0,0.0
3616,"roche harbor, wa",0.0,397543.0,0.0
3618,"rochester, in",0.0,49592.0,0.0
3619,"rochester, mn",0.0,12009.0,0.0
3621,"rochester, ny",0.0,120792.0,0.0
3623,"rock hill, sc",0.0,140121.0,0.0
3624,"rock spring, wy",0.0,27191.0,0.0
3625,"rock springs, tx",0.0,19673.0,0.0
97,"albemarle, nc",0.0,21955.0,0.0
3628,"rockford, wa",0.0,152954.0,0.0
3609,"roanoke, va",0.0,31967.0,0.0
3629,"rockingham, nc",0.0,124775.0,0.0
3630,"rocklake, nd",0.0,14084.0,0.0
3631,"rockland, me",0.0,31796.0,0.0
3633,"rocklin, ca",0.0,51195.0,0.0
3635,"rockwall, tx",0.0,15643.0,0.0
3638,"rocky ford, co",0.0,105369.0,0.0
3639,"rocky hill, nj",0.0,280382.0,0.0
3640,"rocky mount, nc",0.0,40630.0,0.0
3641,"roe, ar",0.0,17431.0,0.0
3643,"rogue river, or",0.0,14780.0,0.0
3644,"rohn river, ak",0.0,14874.0,0.0
3610,"roaring springs, tx",0.0,70309.0,0.0
3607,"roanoke, al",0.0,55233.0,0.0
3574,"reeves, la",0.0,10943.0,0.0
104,"alexander creek, ak",0.0,14644.0,0.0
3575,"refugio, tx",0.0,1584604.0,0.0
3576,"reidsville, nc",0.0,100975.0,0.0
3577,"reidsville, sc",0.0,82320.0,0.0
3579,"renton, wa",0.0,249884.0,0.0
3583,"richey, mt",0.0,12310.0,0.0
3584,"richfield, oh",0.0,22031.0,0.0
3585,"richland, ny",0.0,103009.0,0.0
3588,"richmond, in",0.0,2508.0,0.0
105,"alexandria, in",0.0,618119.0,0.0
3591,"richmond, va",0.0,129548.0,0.0
3592,"ridgefield park, nj",0.0,2110694.0,0.0
3594,"ridgeland, sc",0.0,2042231.0,0.0
3606,"roache harbor, wa",0.0,223349.0,0.0
3595,"rifle, co",0.0,616831.0,0.0
3596,"rio hondo, tx",0.0,299755.0,0.0
3597,"rio linda, ca",0.0,449878.0,0.0
3598,"rio rancho, nm",0.0,41643.0,0.0
3599,"rio vista, ca",0.0,19192.0,0.0
3600,"ripley, ok",0.0,23351.0,0.0
3601,"ritzville, wa",0.0,14106.0,0.0
103,"alexander city, al",0.0,199060.0,0.0
102,"aleknagik, ak",0.0,447895.0,0.0
101,"alderwood manor, wa",0.0,24884.0,0.0
3605,"riviera, az",0.0,61894.0,0.0
3788,"sayville, ny",0.0,94807.0,0.0
3789,"scammon bay, ak",0.0,155686.0,0.0
3791,"scappoose, or",0.0,34707.0,0.0
3939,"somerset, ky",0.0,15822.0,0.0
3976,"spout springs, nc",0.0,88071.0,0.0
3977,"sprague, wa",0.0,41725.0,0.0
3978,"sprimg greem, wi",0.0,39695.0,0.0
3979,"spring valley, ny",0.0,583790.0,0.0
3981,"springdale, wa",0.0,67994.0,0.0
3982,"springerville, az",0.0,276263.0,0.0
3983,"springfield, il",0.0,967.0,0.0
65,"adel, ga",0.0,11441.0,0.0
3986,"springfield, oh",0.0,60266.0,0.0
3987,"springfield, tn",0.0,8126.0,0.0
3988,"springtown, tx",0.0,11299.0,0.0
3989,"springvale, me",0.0,57496.0,0.0
3990,"springville, ca",0.0,84662.0,0.0
3991,"squaw lake, ak",0.0,467898.0,0.0
3994,"st genevieve, mo",0.0,49833.0,0.0
3995,"st george, ut",0.0,59431.0,0.0
3996,"st louis, mo",0.0,13374.0,0.0
3997,"st. anne, il",0.0,21931.0,0.0
4001,"st. clair, pa",0.0,224625.0,0.0
4004,"st. elmo, il",0.0,84800.0,0.0
4005,"st. george, mn",0.0,117722.0,0.0
4008,"st. ignace, mi",0.0,40537.0,0.0
4009,"st. ignatius, mt",0.0,44692.0,0.0
4012,"st. joseph, mo",0.0,394579.0,0.0
4013,"st. joseph, tn",0.0,64661.0,0.0
3975,"spokane, wa",0.0,154224.0,0.0
3974,"spiro, ok",0.0,653637.0,0.0
3973,"spindle, in",0.0,225796.0,0.0
3955,"south webster, oh",0.0,487378.0,0.0
3941,"somerville, tx",0.0,112197.0,0.0
3942,"somonauk, il",0.0,17199.0,0.0
3943,"sonoma, ca",0.0,351595.0,0.0
3944,"sonora, tx",0.0,15912.0,0.0
3946,"south dos palos, ca",0.0,57566.0,0.0
3947,"south fork, pa",0.0,11936.0,0.0
3948,"south fox isl., mi",0.0,34885.0,0.0
3949,"south haven, mi",0.0,49558.0,0.0
3950,"south kingston, ri",0.0,38696.0,0.0
3951,"south lake taho, ca",0.0,641608.0,0.0
3954,south pelto,0.0,23492.0,0.0
3957,"southbridge, ma",0.0,797557.0,0.0
3971,"spencer, ok",0.0,63017.0,0.0
3958,"southern pines, nc",0.0,7224.0,0.0
3959,"southgate, mi",0.0,61675.0,0.0
