,Location,TotalFatalInjuries,pop,Scaled_Fatalities
2174,"koyuk, ak",1.0,131337.0,7.614000624348051e-06
2173,"kotzebue, ak",1.0,831369.0,1.2028353234243759e-06
357,"belle chasse, la",1.0,22156.0,4.513450081242101e-05
3283,"parkin, ar",1.0,17373.0,5.7560582513095036e-05
701,"cassopolis, mi",1.0,518907.0,1.927127597045328e-06
1332,"evansville, in",1.0,392835.0,2.545598024615933e-06
2300,"leadville, co",1.0,196934.0,5.0778433383773246e-06
3179,"opheim, mt",1.0,42592.0,2.3478587528174306e-05
2675,"midland, tx",1.0,442255.0,2.261138935681903e-06
3184,"orange grove, tx",1.0,6324.0,0.00015812776723592663
4044,"sterling, ak",1.0,117722.0,8.494588946840863e-06
2676,"midlothian, tx",1.0,412508.0,2.4241954095435726e-06
568,buccaneer oil f,1.0,540111.0,1.8514712716460134e-06
567,"bryceville, fl",1.0,555981.0,1.7986226148015849e-06
4037,"statesville, nc",1.0,92302.0,1.0834001430088188e-05
3190,"orderville, ut",1.0,44674.0,2.238438465326588e-05
1212,"east wenatchee, wa",1.0,15056.0,6.641870350690754e-05
2673,"middletown, pa",1.0,463251.0,2.1586569699795574e-06
2679,"milan, nm",1.0,41059.0,2.435519618110524e-05
138,"alton, me",1.0,15771.0,6.340752013188764e-05
3196,"orland, ca",1.0,11050.0,9.049773755656108e-05
560,"brunswick, ga",1.0,1665557.0,6.003997461509874e-07
2875,"nashville, ar",1.0,107523.0,9.30033574212029e-06
2286,"laurel, mt",1.0,45689.0,2.1887106305675328e-05
1229,"edmonds, wa",1.0,449878.0,2.2228248547383958e-06
3205,"osage, wy",1.0,459336.0,2.177055575874741e-06
1231,"egegik river, ak",1.0,8714.0,0.00011475786091347258
3178,"opelousas, la",1.0,1727580.0,5.788443950497227e-07
4060,"stockwell, in",1.0,732072.0,1.3659858593143843e-06
1240,"el dorado, ar",1.0,327721.0,3.051376018015324e-06
4081,"sugargrove, il",1.0,53305.0,1.8759966232060783e-05
1141,"douglas, az",1.0,111316.0,8.983434546695893e-06
1142,"douglas, ga",1.0,126119.0,7.929019418168555e-06
1143,"douglas, wy",1.0,799212.0,1.2512324639770175e-06
4087,"summerville, sc",1.0,789471.0,1.266670973347976e-06
2337,"lewiston, ny",1.0,19438.0,5.144562197756971e-05
1148,"dovesville, sc",1.0,10282.0,9.725734292939116e-05
4084,"summerfield, fl",1.0,231769.0,4.314640870867113e-06
1150,"downieville, ca",1.0,540111.0,1.8514712716460134e-06
4083,"sula, mt",1.0,121138.0,8.255047961828658e-06
4080,"sugar loaf key, fl",1.0,31576.0,3.1669622498099825e-05
4061,"stone lake, wi",1.0,80412.0,1.2435954832612049e-05
3162,"oldmar, fl",1.0,77540.0,1.2896569512509673e-05
4078,"suffolk, va",1.0,4076708.0,2.452959593868386e-07
1,"1/4nm s. of peo, or",1.0,60915.0,1.6416317819912992e-05
4074,"stuart, fl",1.0,1747606.0,5.722113565643515e-07
1165,"ducor, ca",1.0,9816.0,0.00010187449062754686
60,"ada, oh",1.0,20353.0,4.913280597454921e-05
1175,"dundee, ms",1.0,49120.0,2.0358306188925082e-05
4514,"wheeling, il",1.0,1097298.0,9.113294656510811e-07
2670,"middleton, wi",1.0,509882.0,1.961238090381696e-06
4011,"st. joseph, mi",1.0,198325.0,5.0422286650699606e-06
4010,"st. joseph, il",1.0,128722.0,7.768679790556394e-06
1331,"evanston, wy",1.0,556671.0,1.7963932017295673e-06
2240,"lakeview, ar",1.0,422908.0,2.3645804761319246e-06
2259,"lane city, tx",1.0,165560.0,6.040106305870983e-06
539,"broken arrow, ok",1.0,11423.0,8.754267705506434e-05
1291,"enfield, ny",1.0,173565.0,5.761530262437703e-06
2251,"lancaster, ca",1.0,1374205.0,7.276934664042119e-07
1301,"ephriam, ut",1.0,22495.0,4.445432318292954e-05
3233,"pacifica, ca",1.0,23467.0,4.261303106489965e-05
1308,"ernul, nc",1.0,28021.0,3.568752007423004e-05
3961,"southside, al",1.0,83402.0,1.1990120141003813e-05
3235,"paducah, ky",1.0,97966.0,1.0207623052895903e-05
3956,"south yarmouth, ma",1.0,530852.0,1.8837642130009872e-06
2868,"napa, ca",1.0,512378.0,1.9516841082169804e-06
3238,"pahala, hi",1.0,14125.0,7.079646017699115e-05
534,"broadus, mt",1.0,491127.0,2.0361332201243263e-06
3952,"south lyon, mi",1.0,449878.0,2.2228248547383958e-06
3240,"paige, tx",1.0,55233.0,1.8105118316948202e-05
2236,"lakeland, fl",1.0,2102649.0,4.7559055267902537e-07
1321,"ethel, ar",1.0,50656.0,1.974099810486418e-05
1326,"eureka, ca",1.0,476995.0,2.0964580341513015e-06
3945,"south bay, fl",1.0,44389.0,2.2528103809502354e-05
3245,"palm bay, fl",1.0,70447.0,1.4195068633156842e-05
67,"admire, ks",1.0,21961.0,4.5535267064341335e-05
1280,"elyria, oh",1.0,389834.0,2.565194416084795e-06
1246,"el reno, ok",1.0,569126.0,1.7570801544824872e-06
2270,"laporte, tx",1.0,44916.0,2.2263781280612698e-05
4533,"wichita, ks",1.0,303977.0,3.289722577695023e-06
2276,"las vegas, nm",1.0,1076073.0,9.293049820969395e-07
4002,"st. cloud, mn",1.0,290863.0,3.438044715209566e-06
349,"beeville, tx",1.0,252105.0,3.966601217746574e-06
3998,"st. augustine, fl",1.0,1376050.0,7.267177791504669e-07
1257,"elk grove, ca",1.0,116432.0,8.588704136319913e-06
1259,"elkhart, in",1.0,51625.0,1.9370460048426152e-05
3216,"overisel, mi",1.0,11007.0,9.085127646043427e-05
2271,"laramie, wy",1.0,326249.0,3.065143494692704e-06
1263,"elkton, fl",1.0,33216.0,3.010597302504817e-05
1277,"elwin, il",1.0,235017.0,4.25501133960522e-06
1264,"elkton, md",1.0,135752.0,7.366373976074017e-06
4539,"wildsville, la",1.0,14775.0,6.768189509306261e-05
1269,"ellsworth, ks",1.0,95370.0,1.0485477613505295e-05
1270,"elm springs, sd",1.0,15643.0,6.392635683692386e-05
1271,"elma, ny",1.0,10503.0,9.521089212605922e-05
2268,"lapine, or",1.0,243639.0,4.104433198297481e-06
2267,"lapeer, mi",1.0,21209.0,4.714979489839219e-05
2266,"lantana, fl",1.0,138937.0,7.197506783650143e-06
2869,"naples, fl",1.0,2188824.0,4.5686633552994667e-07
3829,"seneca, sc",1.0,15771.0,6.340752013188764e-05
3330,"peoria, il",1.0,419991.0,2.3810034024538623e-06
1475,"fremont, ca",1.0,1041096.0,9.60526214681451e-07
1761,"harrisburg, ne",1.0,14895.0,6.71366230278617e-05
1763,"harrison, ar",1.0,1628835.0,6.139357270687332e-07
1961,"iliamna, ak",1.0,112369.0,8.899251572942715e-06
4650,"yreke, ca",1.0,79183.0,1.2628973390753066e-05
1954,"hytop, al",1.0,57297.0,1.745292074628689e-05
402,"big bear, ca",1.0,22035.0,4.538234626730202e-05
3589,"richmond, nh",1.0,43675.0,2.289639381797367e-05
2779,"morrisonville, ny",1.0,154567.0,6.469686284912044e-06
1775,"hartshorn, mo",1.0,14106.0,7.08918190840777e-05
1777,"harvard, il",1.0,797557.0,1.2538288799421232e-06
1780,"haskell, ok",1.0,808079.0,1.2375027689124454e-06
3586,"richland, wa",1.0,728251.0,1.373152937654737e-06
3458,"port sulphur, la",1.0,3485.0,0.00028694404591104734
2780,"morristown, nj",1.0,476959.0,2.0966162710002327e-06
2781,"morrisville, nc",1.0,35817.0,2.791970293436078e-05
3580,"reserve, nm",1.0,155385.0,6.4356276345850625e-06
1948,"huron, ca",1.0,178453.0,5.603716384706337e-06
3578,"reno, nv",1.0,1859807.0,5.376902011875426e-07
396,"bettles, ak",1.0,4935835.0,2.0259996535540593e-07
395,"bethlehem, pa",1.0,981284.0,1.0190729697009225e-06
4655,"yuma, az",1.0,550066.0,1.8179636625423132e-06
1943,"huntington, wv",1.0,840068.0,1.1903798263950061e-06
4646,"young, az",1.0,15788.0,6.333924499619965e-05
3446,"port heiden, ak",1.0,837773.0,1.1936407594897424e-06
1478,"friday harbor, wa",1.0,308314.0,3.2434466161121453e-06
99,"albion, in",1.0,50955.0,1.9625159454420567e-05
5,"10nm n. of mcna, az",1.0,34719.0,2.880267288804401e-05
1991,"iraan, tx",1.0,10080.0,9.92063492063492e-05
3637,"rocky face, ga",1.0,152227.0,6.569136881105192e-06
3636,"rockwood, tn",1.0,736836.0,1.357154102133989e-06
96,"albany, or",1.0,260566.0,3.8377992523967055e-06
1716,"haines falls, ny",1.0,122945.0,8.133718329334256e-06
3632,"rockledge, fl",1.0,154543.0,6.470691005092434e-06
421,"bishop, ca",1.0,41287.0,2.422069900937341e-05
1724,"hamburg, nj",1.0,11509.0,8.688852202624034e-05
3433,"pompano beach, fl",1.0,50247.0,1.9901685672776483e-05
1728,"hamilton, al",1.0,989794.0,1.0103112364795098e-06
1981,"inkom, id",1.0,179240.0,5.5791118054005805e-06
371,"bend, or",1.0,468236.0,2.1356751723489863e-06
372,"bennett, co",1.0,76684.0,1.3040529967137865e-05
3617,"rochester, il",1.0,14708.0,6.799020940984498e-05
1743,"hancock, md",1.0,9540.0,0.00010482180293501048
3613,"robertson, wy",1.0,12009.0,8.327088017320343e-05
2773,"moriarty, nm",1.0,3986.0,0.0002508780732563974
4643,"yerington, nv",1.0,168562.0,5.932535209596469e-06
3441,"port alsworth, ak",1.0,294556.0,3.3949401811540082e-06
257,"augusta, me",1.0,326027.0,3.06723062813816e-06
1798,"hayes river, ak",1.0,90761.0,1.101794823767918e-05
116,"allen, tx",1.0,36460.0,2.7427317608337905e-05
3466,"portland, in",1.0,23347.0,4.283205551034394e-05
3467,"portland, or",1.0,40427.0,2.4735943799935685e-05
3534,"ramsey bay, ak",1.0,3374.0,0.0002963841138114997
110,"algona, ia",1.0,34215.0,2.9226947245360222e-05
3484,"prescott, az",1.0,155802.0,6.41840284463614e-06
375,"bentley, ks",1.0,46318.0,2.1589878664881905e-05
1854,"hillsboro, oh",1.0,86681.0,1.1536553569986502e-05
1905,"hoopeston, il",1.0,51195.0,1.953315753491552e-05
114,"allegany, ny",1.0,279424.0,3.5787906550618415e-06
3523,"quinlan, tx",1.0,64173.0,1.5582877534165458e-05
250,"auburn, ca",1.0,326386.0,3.0638569056270795e-06
379,"beresford, sd",1.0,183444.0,5.451254878873116e-06
1898,"hominy, ok",1.0,32860.0,3.0432136335970785e-05
1895,"homer, ak",1.0,1872138.0,5.341486578446674e-07
1894,"homer city, pa",1.0,19141.0,5.224387440572593e-05
1870,"hoboken, ga",1.0,83291.0,1.2006099098341957e-05
1893,"homedale, id",1.0,56706.0,1.7634818185024513e-05
3513,"put in bay, oh",1.0,12009.0,8.327088017320343e-05
3510,"punta gorda, fl",1.0,191432.0,5.22378703665009e-06
3508,"pullman, mi",1.0,497961.0,2.0081893963583493e-06
1881,"hollandale, ms",1.0,83057.0,1.2039924389274835e-05
248,"auburn center, pa",1.0,101742.0,9.8287826069863e-06
247,"aubrey, tx",1.0,28878.0,3.462843687235958e-05
3536,"rancho cordova, ca",1.0,119417.0,8.374017099742918e-06
1913,"hopwood, pa",1.0,11640.0,8.59106529209622e-05
1841,"hibbing, mn",1.0,90815.0,1.1011396795683533e-05
1822,"hemet, ca",1.0,5628501.0,1.7766719771392063e-07
1933,"hugo, ok",1.0,54088.0,1.8488389291524923e-05
1932,"hughes, ar",1.0,23301.0,4.291661302090039e-05
388,"bertrand, ne",1.0,213032.0,4.694130459273724e-06
1812,"hearne, tx",1.0,229715.0,4.353220294713014e-06
1815,"heber city, ut",1.0,401059.0,2.49339872687061e-06
3557,"red bluff, ca",1.0,9005376.0,1.1104478036230803e-07
3475,"powell, wy",1.0,86740.0,1.1528706479133041e-05
386,"berthold, nd",1.0,90761.0,1.101794823767918e-05
1925,"howe, tx",1.0,167528.0,5.9691514254333605e-06
384,"bermuda dunes, ca",1.0,611606.0,1.6350395516067534e-06
1839,"hershey, pa",1.0,31476.0,3.177023764137756e-05
1922,"houston, ak",1.0,1287050.0,7.769705916631055e-07
3548,"ravenna, oh",1.0,161656.0,6.185975157123769e-06
253,"auburn, oh",1.0,8126.0,0.00012306177701206005
242,atlantic ocean,1.0,291712.0,3.4280386134269417e-06
3545,"rapid city, sd",1.0,78158.0,1.2794595562834258e-05
382,"berlin, md",1.0,423064.0,2.3637085641888698e-06
1835,"herington, ks",1.0,4415.0,0.00022650056625141563
1916,"horton, or",1.0,88256.0,1.1330674401740392e-05
1915,"horse creek, wy",1.0,64271.0,1.5559116864526768e-05
1700,"gulkana, ak",1.0,3408377.0,2.933947741109625e-07
3652,"ronkonkoma, ny",1.0,183420.0,5.451968160505942e-06
3653,"roopville, ga",1.0,26090.0,3.8328861632809504e-05
453,"bloomington, il",1.0,598136.0,1.6718605802024957e-06
2098,"kayenta, az",1.0,99110.0,1.008979921299566e-05
2097,"kaycee, wy",1.0,6148.0,0.00016265452179570593
3769,"santa ysabel, ca",1.0,70309.0,1.422293020808147e-05
1546,"garland, ar",1.0,14951.0,6.68851581833991e-05
2826,"mt. vernon, ar",1.0,10737.0,9.313588525658937e-05
1550,"gary, in",1.0,3964.0,0.0002522704339051463
365,"belton, mo",1.0,35870.0,2.7878449958182326e-05
3762,"santa maria, ca",1.0,276991.0,3.6102256029979315e-06
2745,"montague, nj",1.0,4039751.0,2.475400092728487e-07
2746,"montague, tx",1.0,35689.0,2.8019838045336096e-05
1562,"georgetown, ca",1.0,92424.0,1.0819700510689865e-05
3757,"santa ana, ca",1.0,1073839.0,9.312382954986735e-07
2089,"kansas city, ks",1.0,1486101.0,6.729017745092696e-07
164,"andover, nj",1.0,190407.0,5.251907755492183e-06
3753,"sandy, or",1.0,40888.0,2.4457053414204656e-05
4612,"woodstock, ny",1.0,20278.0,4.931452805996646e-05
2820,"mt. holly, nc",1.0,224625.0,4.451864218141347e-06
7,"11mi.sw of silv, nv",1.0,99751.0,1.0024962155767862e-05
454,"bloomsburg, pa",1.0,8129125.0,1.23014469576984e-07
1574,"gillette, wy",1.0,733347.0,1.3636109508868243e-06
3747,"sanderson, tx",1.0,512871.0,1.9498080413983242e-06
1539,"garden city, ks",1.0,333719.0,2.996533011305919e-06
3776,"saratoga, wy",1.0,3914828.0,2.5543906398952904e-07
2102,"kechi, ks",1.0,11674.0,8.566044200788077e-05
2124,"kerman, ca",1.0,333689.0,2.996802411826581e-06
2730,"mojave, ca",1.0,204529.0,4.889282204479561e-06
2731,"molokai, hi",1.0,149314.0,6.6972956320237886e-06
2135,"keyser, wv",1.0,143396.0,6.973695221624034e-06
75,agana,1.0,246216.0,4.061474477694382e-06
2134,"keymar, md",1.0,168927.0,5.919716800748252e-06
2131,"key largo, fl",1.0,52528.0,1.9037465732561682e-05
3320,"pembroke pines, fl",1.0,1895562.0,5.275480306104469e-07
3806,"seal beach, ca",1.0,56146.0,1.7810707797527874e-05
2125,"kernville, ca",1.0,657012.0,1.5220422153628854e-06
1503,"ft. pickett, va",1.0,16257.0,6.151196407701298e-05
1535,"galveston, tx",1.0,24646.0,4.057453542156942e-05
479,"bonners ferry, id",1.0,20053.0,4.986785019697801e-05
1513,"ft.smith, ar",1.0,3730212.0,2.6808127795417523e-07
1138,"dos palos, ca",1.0,129970.0,7.694083249980764e-06
3331,"pepin, wi",1.0,646254.0,1.547379203842452e-06
3332,"pepperell, ma",1.0,401069.0,2.493336558048615e-06
4599,"wolsey, sd",1.0,104782.0,9.543623904869157e-06
2739,"monroe, nc",1.0,289443.0,3.4549116751830238e-06
2104,"keller, tx",1.0,40349.0,2.4783761679347693e-05
364,"beloit, wi",1.0,530852.0,1.8837642130009872e-06
1576,"girdwood, ak",1.0,213211.0,4.69018953055893e-06
1580,"glasgow, ky",1.0,55873.0,1.789773235731033e-05
236,"athol, id",1.0,67994.0,1.4707180045298115e-05
2075,"kahuku, hi",1.0,384241.0,2.6025333059199825e-06
3698,"saint jo, tx",1.0,34719.0,2.880267288804401e-05
3697,saint croix,1.0,65806.0,1.5196182718901012e-05
2039,"jeffersonville, ky",1.0,7481.0,0.0001336719689881032
3386,"pittsburg, ks",1.0,57566.0,1.7371365041864988e-05
1648,"gray summit, mo",1.0,25553.0,3.913434821743044e-05
2032,"jay, fl",1.0,203555.0,4.912677163420206e-06
3688,"sable island ns, canada",1.0,125684.0,7.956462238630215e-06
4625,"wright, ar",1.0,10374.0,9.63948332369385e-05
434,"blackwell, ok",1.0,2005.0,0.0004987531172069825
3398,"plainfield, wi",1.0,10650.0,9.389671361502347e-05
3401,"plainview, tx",1.0,307765.0,3.2492323688528587e-06
1672,"greenville, tn",1.0,45289.0,2.2080416878270662e-05
1674,"greer, sc",1.0,118428.0,8.443949066099234e-06
3668,"ruidoso, nm",1.0,252238.0,3.9645097090842775e-06
428,"black diamond, wa",1.0,225796.0,4.428776417651331e-06
2010,"jackson, wy",1.0,7484189.0,1.3361501159310648e-07
3663,"roswell, ga",1.0,45629.0,2.191588682636043e-05
3661,"roseville, ca",1.0,422908.0,2.3645804761319246e-06
3413,"pleasanton, ca",1.0,8354.0,0.00011970313622216902
3656,"rose township, mi",1.0,10871.0,9.198785760279643e-05
426,"bixby, ok",1.0,75997.0,1.3158414147926892e-05
2040,"jeffersonville, oh",1.0,445623.0,2.2440493421569354e-06
3700,"saint marys, ak",1.0,12321.0,8.116224332440549e-05
3702,"salem, mo",1.0,1032881.0,9.681657422297438e-07
448,"bliss, id",1.0,552433.0,1.8101742654765373e-06
1591,"glennallen, ak",1.0,76113.0,1.3138360069896076e-05
2066,"junction city, ks",1.0,600966.0,1.663987646555712e-06
2065,"julian, pa",1.0,99536.0,1.0046616299630285e-05
1598,"gold strike, nv",1.0,5784.0,0.00017289073305670817
1599,"golden, mo",1.0,44690.0,2.2376370552696353e-05
2064,"julian, ca",1.0,49890.0,2.0044097013429547e-05
1603,"goliad, tx",1.0,1511800.0,6.614631565021829e-07
450,"bloomfield, ct",1.0,272079.0,3.6754030998349745e-06
3371,"pilot point, ak",1.0,45938.0,2.176847054725935e-05
447,"blichton, ga",1.0,152954.0,6.537913359572159e-06
1633,"grand rapids, mi",1.0,92347.0,1.0828722102504684e-05
92,"alanreed, tx",1.0,16638.0,6.0103377809832915e-05
1614,"goudeau, la",1.0,25626.0,3.9022867400296575e-05
268,"avinger, tx",1.0,47371.0,2.1109961790969157e-05
2055,"joliet, il",1.0,54794.0,1.8250173376647077e-05
4618,"worcester, ma",1.0,48772.0,2.0503567620766013e-05
1622,"granby, co",1.0,200068.0,4.998300577803547e-06
1625,"grand chenier, la",1.0,1122022.0,8.912481216945835e-07
3379,"pinehurst, nc",1.0,91256.0,1.095818357149119e-05
2044,"jennings, la",1.0,24051.0,4.157831275206852e-05
4090,"sunburg, mn",1.0,46921.0,2.1312418746403528e-05
2344,"lexington, sc",1.0,47795.0,2.092269065801862e-05
2489,"malinta, oh",1.0,28956.0,3.4535156789611825e-05
941,"cottonport, la",1.0,22287.0,4.4869206263741195e-05
2987,"new albany, ms",1.0,678368.0,1.4741261380253785e-06
4249,"tulelake, ca",1.0,262429.0,3.81055447378148e-06
937,"corydon, in",1.0,459336.0,2.177055575874741e-06
4313,"venice, fl",1.0,10277.0,9.730466089325679e-05
2988,"new baden, il",1.0,34215.0,2.9226947245360222e-05
4314,"venice, la",1.0,538700.0,1.8563207722294412e-06
1037,"davidson, ok",1.0,50103.0,1.9958884697523103e-05
2647,"merom, in",1.0,9039.0,0.00011063170704723974
4315,"ventura, ca",1.0,10644.0,9.394964299135663e-05
2914,"near kalispell, mt",1.0,489506.0,2.042875878947347e-06
1034,"davenport, ne",1.0,62500.0,1.6e-05
4361,"waitsfield, vt",1.0,40334.0,2.4792978628452424e-05
1032,"davenport, ca",1.0,113647.0,8.799176397089232e-06
2985,"neshanic, nj",1.0,24431.0,4.0931603290900904e-05
793,"chula vista, ca",1.0,79816.0,1.2528816277438108e-05
1030,"daufuskie islan, sc",1.0,16695.0,5.989817310572028e-05
849,"cobb, ca",1.0,81269.0,1.230481487406022e-05
2991,"new blaine, ar",1.0,44053.0,2.2699929630218146e-05
48,"abbeville, la",1.0,1235026.0,8.096995528839069e-07
848,"coatsville, pa",1.0,10871.0,9.198785760279643e-05
318,"battle creek, mi",1.0,306683.0,3.2606958977184913e-06
2410,"london, oh",1.0,8650.0,0.00011560693641618497
4182,"three lakes, wi",1.0,30077.0,3.3247996808192306e-05
4486,"west seneca, ny",1.0,34880.0,2.8669724770642203e-05
49,"abbeville, sc",1.0,1283135.0,7.793412228643128e-07
4485,"west point, va",1.0,464939.0,2.150819784961038e-06
1042,"dawson, ga",1.0,579180.0,1.7265789564556788e-06
4251,"tullahoma, tn",1.0,199462.0,5.013486278088057e-06
924,"corning, ca",1.0,58811.0,1.7003621771437315e-05
4160,"terry town, ga",1.0,6317.0,0.00015830299192654741
4379,"walworth, wi",1.0,736836.0,1.357154102133989e-06
320,"battleboro, nc",1.0,152765.0,6.546002029260629e-06
2506,"manitowoc, wi",1.0,19192.0,5.2105043768236766e-05
2900,"near commerce, ga",1.0,117691.0,8.496826435326406e-06
2607,"mckinleyville, ca",1.0,3061076.0,3.26682512946428e-07
769,"chester, mt",1.0,14798.0,6.757669955399378e-05
662,"cape may, nj",1.0,645634.0,1.5488651465071543e-06
770,"chester, sc",1.0,147483.0,6.780442491677007e-06
2393,"livingstone, mt",1.0,57566.0,1.7371365041864988e-05
1059,"decatur, tx",1.0,51524.0,1.9408431022436148e-05
4376,"walnut grove, ca",1.0,37482.0,2.6679472813617204e-05
2394,"lk buena vista, fl",1.0,306974.0,3.257604878589066e-06
610,"byron, ca",1.0,1194258.0,8.373400052584953e-07
4170,"thermal, ca",1.0,140422.0,7.121391234991668e-06
834,"clinton, md",1.0,1150578.0,8.691283859069094e-07
858,"colby, ks",1.0,33178.0,3.0140454518054134e-05
777,"chickasha, ok",1.0,67114.0,1.4900020860029204e-05
3024,"new york, ny",1.0,3318435.0,3.013468698347263e-07
2463,"macclenny, fl",1.0,38814.0,2.5763899623847067e-05
4370,"waldron, mo",1.0,196628.0,5.085745672030433e-06
56,"acra, ny",1.0,641608.0,1.5585840575553922e-06
1049,"daytona beach, fl",1.0,1435840.0,6.964564296857589e-07
4168,"theodore river, ak",1.0,70273.0,1.4230216441592077e-05
3110,"nuiqsut, ak",1.0,458670.0,2.180216713541326e-06
674,"carlisle, pa",1.0,101565.0,9.845911485255748e-06
2984,"nera kenai, ak",1.0,155686.0,6.4231851290417896e-06
2412,"lone wolf, ok",1.0,53979.0,1.8525722966338762e-05
4356,"wadsworth, nv",1.0,4969.0,0.0002012477359629704
2993,"new braunfels, tx",1.0,384346.0,2.6018223163503717e-06
314,"bates city, mo",1.0,193300.0,5.173305742369374e-06
957,"craig, co",1.0,773283.0,1.2931876169526551e-06
1001,"dahlonega, ga",1.0,202615.0,4.935468746144165e-06
54,"abita springs, la",1.0,1177.0,0.0008496176720475786
999,"dade collier, fl",1.0,45938.0,2.176847054725935e-05
2530,"marfa, tx",1.0,34004.0,2.940830490530526e-05
2425,"los angeles, ca",1.0,1655496.0,6.040485751702209e-07
625,"calistoga, ca",1.0,130584.0,7.657906022177296e-06
839,"cloquet, mn",1.0,82008.0,1.2193932299287875e-05
822,"cleveland, ga",1.0,11488.0,8.704735376044568e-05
145,"amagon, ar",1.0,96930.0,1.0316723408645415e-05
3088,"north platte, ne",1.0,432982.0,2.309564831794393e-06
3007,"new iberia, la",1.0,50470.0,1.9813750743015655e-05
2912,"near irwin, id",1.0,42890.0,2.3315458148752622e-05
4354,"waddell, az",1.0,57566.0,1.7371365041864988e-05
2642,"merced, ca",1.0,449860.0,2.222913795403014e-06
2447,"ludington, mi",1.0,21417.0,4.6691880282018954e-05
4229,"trenton, mo",1.0,797557.0,1.2538288799421232e-06
2526,"marble falls, tx",1.0,91693.0,1.0905957924814325e-05
3085,"north little ro, ar",1.0,119068.0,8.398562166157153e-06
3075,"north bend, or",1.0,1545100.0,6.472073004983496e-07
3082,"north kansas ci, mo",1.0,29377.0,3.404023555843007e-05
830,"climax springs, mo",1.0,16257.0,6.151196407701298e-05
3079,"north freedom, wi",1.0,66532.0,1.503036132988637e-05
2615,"meadow vista, ca",1.0,14488.0,6.902263942573165e-05
832,"clinton, ia",1.0,38602.0,2.590539350292731e-05
2441,"lowerlake, ca",1.0,13850.0,7.220216606498195e-05
2517,"manvel, tx",1.0,4061614.0,2.462075421248794e-07
818,"clearwater, fl",1.0,1256983.0,7.955557075950908e-07
955,"cozad, ne",1.0,8018.0,0.0001247193813918683
1003,"dalhart, tx",1.0,137639.0,7.265382631376282e-06
4243,"truth&consequen, nm",1.0,9564.0,0.00010455876202425763
803,"clanton, al",1.0,35186.0,2.8420394475075315e-05
1020,"danville, oh",1.0,133517.0,7.48968296172023e-06
4470,"west hamlin, wv",1.0,16583.0,6.0302719652656335e-05
317,"batesville, tx",1.0,678368.0,1.4741261380253785e-06
2414,"longmont, co",1.0,806455.0,1.2399947920218735e-06
2644,"meridan, ms",1.0,71329.0,1.4019543243281133e-05
2512,"mansfield, mo",1.0,14798.0,6.757669955399378e-05
179,"anniston, al",1.0,4953.0,0.0002018978396931153
846,"coalville, ut",1.0,125775.0,7.95070562512423e-06
20,"3 north brooksh, tx",1.0,442028.0,2.262300125783887e-06
3000,"new gloucester, me",1.0,1428509.0,7.000305913368414e-07
3020,"new river, az",1.0,651801.0,1.5342105949515267e-06
3038,"newport news, va",1.0,134379.0,7.441638946561591e-06
4319,"vernal, ut",1.0,33961.0,2.944554047289538e-05
622,"calhan, co",1.0,232220.0,4.306261303935923e-06
3097,"norwalk, oh",1.0,229941.0,4.348941685040945e-06
1010,"danbury, ct",1.0,949445.0,1.05324689687133e-06
954,"coy, ar",1.0,69598.0,1.43682289720969e-05
1008,"damascus, md",1.0,199447.0,5.013863332113293e-06
623,"calhoun, ga",1.0,223349.0,4.477297861194812e-06
1005,"dallas, tx",1.0,517674.0,1.93171764469531e-06
4342,"volkmar lake, ak",1.0,250518.0,3.991729137227664e-06
3017,"new philadelphi, oh",1.0,70173.0,1.4250495204708363e-05
4196,"tioga, tx",1.0,14780.0,6.765899864682003e-05
2652,"methuen, ma",1.0,24646.0,4.057453542156942e-05
774,"cheyenne, wy",1.0,212468.0,4.706591110190711e-06
4380,"wanatah, in",1.0,449514.0,2.224624817024609e-06
1111,"dexter, mi",1.0,54207.0,1.8447801944398327e-05
1109,"dewitt, mi",1.0,1024027.0,9.765367514723732e-07
1108,"deville, la",1.0,91521.0,1.0926454037871089e-05
2624,"medford, or",1.0,145986.0,6.849971915115148e-06
4410,"watertown, sd",1.0,693074.0,1.442847372719219e-06
2361,"lincoln, ri",1.0,152954.0,6.537913359572159e-06
727,"chalkhill, pa",1.0,1287050.0,7.769705916631055e-07
906,"conyers, ga",1.0,153583.0,6.511137300352253e-06
3144,"odessa, fl",1.0,83091.0,1.2034997773525411e-05
4494,"westfield, ma",1.0,2066189.0,4.839828302251149e-07
2577,"matacumbe key, fl",1.0,53054.0,1.884872017190033e-05
4404,"wasilla, ak",1.0,1591884.0,6.281864758989977e-07
2476,"madisonville, tn",1.0,44676.0,2.2383382576775e-05
596,"burlington, ct",1.0,145997.0,6.849455810735837e-06
17,"3 1/2 nm ene di, ok",1.0,14364.0,6.961849067112225e-05
2961,"near sterling c, tx",1.0,147413.0,6.783662227890349e-06
649,"canandaigua, ny",1.0,169160.0,5.911563017261764e-06
4434,"waynesville, oh",1.0,354070.0,2.8243002796057277e-06
37,"5n battle creek, ne",1.0,29027.0,3.445068384607434e-05
4300,"valley view, il",1.0,18226.0,5.48666739822232e-05
740,"chapell hill, tx",1.0,11655.0,8.58000858000858e-05
4394,"warsaw, nc",1.0,44174.0,2.263775071308915e-05
599,"burlington, mi",1.0,66532.0,1.503036132988637e-05
